Date,Time,Visitor,G_Visitor,Home,G_Home,OT_SO,Attendance,LOG,Notes,Day
2023-10-24,20:30:00,Boston Bruins,3,Chicago Blackhawks,0,,19370,2:36,,Tuesday
2023-10-24,20:15:00,Seattle Kraken,5,Detroit Red Wings,4,OT,16894,2:40,,Tuesday
2023-10-24,19:45:00,San Jose Sharks,1,Florida Panthers,3,,16142,2:24,,Tuesday
2023-10-24,22:30:00,Arizona Coyotes,3,Los Angeles Kings,6,,17668,2:42,,Tuesday
2023-10-24,21:00:00,Edmonton Oilers,4,Minnesota Wild,7,,17064,2:30,,Tuesday
2023-10-24,19:15:00,New Jersey Devils,5,Montreal Canadiens,2,,21105,2:32,,Tuesday
2023-10-24,21:15:00,Vancouver Canucks,3,Nashville Predators,2,,17159,2:17,,Tuesday
2023-10-24,20:00:00,Colorado Avalanche,7,New York Islanders,4,,14856,2:31,,Tuesday
2023-10-24,18:45:00,Buffalo Sabres,6,Ottawa Senators,4,,14278,2:38,,Tuesday
2023-10-24,19:30:00,Dallas Stars,4,Pittsburgh Penguins,1,,17209,2:29,,Tuesday
2023-10-24,19:00:00,Carolina Hurricanes,0,Tampa Bay Lightning,3,,19092,2:27,,Tuesday
2023-10-24,23:00:00,Philadelphia Flyers,2,Vegas Golden Knights,3,,17717,2:31,,Tuesday
2023-10-24,20:45:00,St. Louis Blues,2,Winnipeg Jets,4,,11136,2:21,,Tuesday
2023-10-24,18:00:00,Toronto Maple Leafs,4,Washington Capitals,1,,16641,2:20,,Tuesday
2023-10-25,19:30:00,Washington Capitals,6,New Jersey Devils,4,,16117,2:23,,Wednesday
2023-10-26,19:00:00,Anaheim Ducks,4,Boston Bruins,3,OT,17850,2:44,,Thursday
2023-10-26,19:00:00,Seattle Kraken,2,Carolina Hurricanes,3,OT,18780,2:38,,Thursday
2023-10-26,21:00:00,St. Louis Blues,3,Calgary Flames,0,,16897,2:26,,Thursday
2023-10-26,20:00:00,Toronto Maple Leafs,4,Dallas Stars,1,,18532,2:21,,Thursday
2023-10-26,19:00:00,Winnipeg Jets,4,Detroit Red Wings,1,,17857,2:25,,Thursday
2023-10-26,21:00:00,New York Rangers,3,Edmonton Oilers,0,,17939,2:26,,Thursday
2023-10-26,19:00:00,Columbus Blue Jackets,3,Montreal Canadiens,4,OT,21105,2:35,,Thursday
2023-10-26,19:30:00,Ottawa Senators,2,New York Islanders,3,,14911,2:37,,Thursday
2023-10-26,19:30:00,Minnesota Wild,2,Philadelphia Flyers,6,,17144,2:30,,Thursday
2023-10-26,19:00:00,Colorado Avalanche,0,Pittsburgh Penguins,4,,17154,2:26,,Thursday
2023-10-26,19:00:00,San Jose Sharks,0,Tampa Bay Lightning,6,,19092,2:23,,Thursday
2023-10-27,22:00:00,Los Angeles Kings,5,Arizona Coyotes,4,,4600,2:37,,Friday
2023-10-27,19:00:00,San Jose Sharks,0,Carolina Hurricanes,3,,18700,2:37,,Friday
2023-10-27,19:00:00,Buffalo Sabres,4,New Jersey Devils,5,,16514,2:30,,Friday
2023-10-27,22:00:00,St. Louis Blues,0,Vancouver Canucks,5,,18548,2:23,,Friday
2023-10-27,18:00:00,Chicago Blackhawks,4,Vegas Golden Knights,3,OT,18338,2:27,,Friday
2023-10-27,19:00:00,Minnesota Wild,2,Washington Capitals,3,SO,16602,2:45,,Friday
2023-10-28,19:00:00,Detroit Red Wings,1,Boston Bruins,4,,17850,2:25,,Saturday
2023-10-28,19:00:00,New York Islanders,2,Columbus Blue Jackets,0,,15424,2:13,,Saturday
2023-10-28,18:00:00,Seattle Kraken,2,Florida Panthers,3,,16780,2:33,,Saturday
2023-10-28,22:30:00,Vegas Golden Knights,4,Los Angeles Kings,3,SO,18145,2:38,,Saturday
2023-10-28,19:00:00,Winnipeg Jets,3,Montreal Canadiens,4,SO,21105,2:41,,Saturday
2023-10-28,19:00:00,Toronto Maple Leafs,2,Nashville Predators,3,OT,17537,2:31,,Saturday
2023-10-28,13:00:00,Anaheim Ducks,7,Philadelphia Flyers,4,,18275,2:33,,Saturday
2023-10-28,19:00:00,Ottawa Senators,5,Pittsburgh Penguins,2,,17631,2:29,,Saturday
2023-10-28,22:00:00,New York Rangers,4,Vancouver Canucks,3,OT,18483,2:31,,Saturday
2023-10-29,13:00:00,Colorado Avalanche,0,Buffalo Sabres,4,,15717,2:25,,Sunday
2023-10-29,19:00:00,Calgary Flames,2,Edmonton Oilers,5,,55411,2:37,"at Commonwealth Stadium (Edmonton, AB)",Sunday
2023-10-29,17:00:00,Minnesota Wild,3,New Jersey Devils,4,,16514,2:25,,Sunday
2023-10-29,17:00:00,San Jose Sharks,1,Washington Capitals,3,,15856,2:26,,Sunday
2023-10-30,22:00:00,Chicago Blackhawks,1,Arizona Coyotes,8,,4600,2:31,,Monday
2023-10-30,19:00:00,Florida Panthers,2,Boston Bruins,3,OT,17850,2:36,,Monday
2023-10-30,20:00:00,Columbus Blue Jackets,3,Dallas Stars,5,,18532,2:22,,Monday
2023-10-30,19:30:00,Detroit Red Wings,4,New York Islanders,3,OT,15407,2:35,,Monday
2023-10-30,19:00:00,Carolina Hurricanes,3,Philadelphia Flyers,2,,15569,2:27,,Monday
2023-10-30,19:00:00,Anaheim Ducks,4,Pittsburgh Penguins,3,,16903,2:34,,Monday
2023-10-30,19:00:00,Seattle Kraken,4,Tampa Bay Lightning,3,OT,19092,2:30,,Monday
2023-10-30,22:00:00,Montreal Canadiens,2,Vegas Golden Knights,3,SO,17791,2:43,,Monday
2023-10-30,19:30:00,New York Rangers,3,Winnipeg Jets,2,OT,11898,2:29,,Monday
2023-10-31,20:00:00,Los Angeles Kings,4,Toronto Maple Leafs,1,,18531,2:20,,Tuesday
2023-10-31,22:00:00,Nashville Predators,2,Vancouver Canucks,5,,18413,2:23,,Tuesday
2023-11-01,22:00:00,Arizona Coyotes,3,Anaheim Ducks,4,OT,14894,2:37,,Wednesday
2023-11-01,20:30:00,Dallas Stars,4,Calgary Flames,3,,16786,2:32,,Wednesday
2023-11-01,21:30:00,St. Louis Blues,1,Colorado Avalanche,4,,18091,2:31,,Wednesday
2023-11-01,19:00:00,Buffalo Sabres,5,Philadelphia Flyers,2,,17279,2:30,,Wednesday
2023-11-02,22:00:00,Montreal Canadiens,2,Arizona Coyotes,3,,4600,2:33,,Thursday
2023-11-02,19:30:00,Toronto Maple Leafs,2,Boston Bruins,3,SO,17850,2:36,,Thursday
2023-11-02,19:00:00,Tampa Bay Lightning,2,Columbus Blue Jackets,4,,14276,2:32,,Thursday
2023-11-02,19:00:00,Florida Panthers,2,Detroit Red Wings,0,,17233,2:27,,Thursday
2023-11-02,21:00:00,Dallas Stars,4,Edmonton Oilers,3,,17290,2:32,,Thursday
2023-11-02,20:00:00,New Jersey Devils,5,Minnesota Wild,3,,18399,2:24,,Thursday
2023-11-02,19:00:00,Carolina Hurricanes,1,New York Rangers,2,,18006,2:31,,Thursday
2023-11-02,19:00:00,Los Angeles Kings,3,Ottawa Senators,2,,16216,2:24,,Thursday
2023-11-02,22:00:00,Nashville Predators,2,Seattle Kraken,4,,17151,2:24,,Thursday
2023-11-02,22:30:00,Vancouver Canucks,10,San Jose Sharks,1,,10719,2:32,,Thursday
2023-11-02,22:00:00,Winnipeg Jets,2,Vegas Golden Knights,5,,17878,2:27,,Thursday
2023-11-02,19:00:00,New York Islanders,3,Washington Capitals,0,,16209,2:23,,Thursday
2023-11-03,19:00:00,Philadelphia Flyers,5,Buffalo Sabres,1,,16612,2:12,,Friday
2023-11-03,20:00:00,New Jersey Devils,1,St. Louis Blues,4,,18096,2:24,,Friday
2023-11-04,16:00:00,Winnipeg Jets,5,Arizona Coyotes,3,,4600,2:19,,Saturday
2023-11-04,20:00:00,Florida Panthers,2,Chicago Blackhawks,5,,18666,2:22,,Saturday
2023-11-04,19:00:00,Boston Bruins,4,Detroit Red Wings,5,,18676,2:40,,Saturday
2023-11-04,15:00:00,Nashville Predators,5,Edmonton Oilers,2,,18354,2:28,,Saturday
2023-11-04,20:00:00,New York Rangers,4,Minnesota Wild,5,SO,18678,2:38,,Saturday
2023-11-04,19:30:00,Carolina Hurricanes,4,New York Islanders,3,OT,17255,2:31,,Saturday
2023-11-04,19:00:00,Tampa Bay Lightning,6,Ottawa Senators,4,,17387,2:36,,Saturday
2023-11-04,19:30:00,Los Angeles Kings,5,Philadelphia Flyers,0,,18304,2:24,,Saturday
2023-11-04,22:00:00,Calgary Flames,6,Seattle Kraken,3,,17151,2:19,,Saturday
2023-11-04,22:00:00,Pittsburgh Penguins,10,San Jose Sharks,2,,17435,2:28,,Saturday
2023-11-04,19:00:00,Montreal Canadiens,3,St. Louis Blues,6,,18096,2:29,,Saturday
2023-11-04,19:00:00,Buffalo Sabres,6,Toronto Maple Leafs,4,,18902,2:28,,Saturday
2023-11-04,22:00:00,Dallas Stars,0,Vancouver Canucks,2,,18895,2:25,,Saturday
2023-11-04,22:00:00,Colorado Avalanche,0,Vegas Golden Knights,7,,18512,2:40,,Saturday
2023-11-04,19:00:00,Columbus Blue Jackets,1,Washington Capitals,2,,18573,2:30,,Saturday
2023-11-05,20:00:00,Vegas Golden Knights,2,Anaheim Ducks,4,,15720,2:22,,Sunday
2023-11-05,19:00:00,New Jersey Devils,4,Chicago Blackhawks,2,,18388,2:31,,Sunday
2023-11-06,20:00:00,Boston Bruins,3,Dallas Stars,2,,18532,2:37,,Monday
2023-11-06,19:00:00,Columbus Blue Jackets,4,Florida Panthers,5,OT,17103,2:27,,Monday
2023-11-06,19:00:00,Tampa Bay Lightning,5,Toronto Maple Leafs,6,OT,18445,2:30,,Monday
2023-11-06,22:00:00,Edmonton Oilers,2,Vancouver Canucks,6,,18857,2:44,,Monday
2023-11-07,22:00:00,Pittsburgh Penguins,2,Anaheim Ducks,0,,16043,2:32,,Tuesday
2023-11-07,21:00:00,Seattle Kraken,3,Arizona Coyotes,4,SO,4600,2:40,,Tuesday
2023-11-07,19:00:00,Buffalo Sabres,2,Carolina Hurricanes,3,OT,18700,2:25,,Tuesday
2023-11-07,21:00:00,Nashville Predators,2,Calgary Flames,4,,16975,2:29,,Tuesday
2023-11-07,22:00:00,New Jersey Devils,3,Colorado Avalanche,6,,18087,2:38,,Tuesday
2023-11-07,19:00:00,Tampa Bay Lightning,5,Montreal Canadiens,3,,21105,2:32,,Tuesday
2023-11-07,19:30:00,Minnesota Wild,4,New York Islanders,2,,13527,2:30,,Tuesday
2023-11-07,19:30:00,Detroit Red Wings,3,New York Rangers,5,,18006,2:25,,Tuesday
2023-11-07,22:30:00,Philadelphia Flyers,1,San Jose Sharks,2,,10074,2:31,,Tuesday
2023-11-07,20:00:00,Winnipeg Jets,5,St. Louis Blues,2,,18096,2:24,,Tuesday
2023-11-08,19:00:00,Ottawa Senators,6,Toronto Maple Leafs,3,,18372,2:20,,Wednesday
2023-11-08,22:00:00,Los Angeles Kings,4,Vegas Golden Knights,1,,18330,2:27,,Wednesday
2023-11-08,19:30:00,Florida Panthers,4,Washington Capitals,3,OT,16104,2:30,,Wednesday
2023-11-09,19:00:00,New York Islanders,2,Boston Bruins,5,,17850,2:24,,Thursday
2023-11-09,19:30:00,Dallas Stars,5,Columbus Blue Jackets,2,,15253,2:25,,Thursday
2023-11-09,21:00:00,Seattle Kraken,4,Colorado Avalanche,3,,18124,2:29,,Thursday
2023-11-09,19:00:00,Montreal Canadiens,3,Detroit Red Wings,2,OT,18504,2:40,,Thursday
2023-11-09,22:30:00,Pittsburgh Penguins,4,Los Angeles Kings,3,OT,18145,2:31,,Thursday
2023-11-09,19:00:00,Minnesota Wild,1,New York Rangers,4,,18006,2:23,,Thursday
2023-11-09,19:00:00,Vancouver Canucks,5,Ottawa Senators,2,,16653,2:22,,Thursday
2023-11-09,22:30:00,Edmonton Oilers,2,San Jose Sharks,3,,12206,2:26,,Thursday
2023-11-09,20:00:00,Arizona Coyotes,1,St. Louis Blues,2,,18096,2:36,,Thursday
2023-11-09,19:00:00,Chicago Blackhawks,5,Tampa Bay Lightning,3,,19092,2:32,,Thursday
2023-11-09,20:00:00,Nashville Predators,3,Winnipeg Jets,6,,12199,2:30,,Thursday
2023-11-10,22:00:00,Philadelphia Flyers,6,Anaheim Ducks,3,,15550,2:32,,Friday
2023-11-10,19:00:00,Minnesota Wild,2,Buffalo Sabres,3,,17031,2:26,,Friday
2023-11-10,19:00:00,Carolina Hurricanes,2,Florida Panthers,5,,17845,2:33,,Friday
2023-11-10,19:00:00,Washington Capitals,4,New Jersey Devils,2,,16514,2:26,,Friday
2023-11-10,19:00:00,Calgary Flames,4,Toronto Maple Leafs,5,SO,18939,2:38,,Friday
2023-11-10,22:00:00,San Jose Sharks,0,Vegas Golden Knights,5,,18423,2:27,,Friday
2023-11-11,21:00:00,St. Louis Blues,8,Colorado Avalanche,2,,18132,2:34,,Saturday
2023-11-11,13:00:00,Columbus Blue Jackets,4,Detroit Red Wings,5,,19156,2:27,,Saturday
2023-11-11,22:30:00,Philadelphia Flyers,4,Los Angeles Kings,2,,18145,2:25,,Saturday
2023-11-11,19:00:00,Boston Bruins,2,Montreal Canadiens,3,OT,21105,2:28,,Saturday
2023-11-11,20:00:00,Arizona Coyotes,7,Nashville Predators,5,,17303,2:24,,Saturday
2023-11-11,19:30:00,Washington Capitals,4,New York Islanders,1,,16519,2:20,,Saturday
2023-11-11,19:00:00,Calgary Flames,1,Ottawa Senators,4,,18874,2:26,,Saturday
2023-11-11,19:30:00,Buffalo Sabres,0,Pittsburgh Penguins,4,,18429,2:16,,Saturday
2023-11-11,22:00:00,Edmonton Oilers,4,Seattle Kraken,1,,17151,2:31,,Saturday
2023-11-11,19:00:00,Carolina Hurricanes,4,Tampa Bay Lightning,0,,19092,2:28,,Saturday
2023-11-11,19:00:00,Vancouver Canucks,2,Toronto Maple Leafs,5,,19107,2:26,,Saturday
2023-11-11,15:00:00,Dallas Stars,3,Winnipeg Jets,2,,12420,2:28,,Saturday
2023-11-12,20:00:00,San Jose Sharks,1,Anaheim Ducks,4,,16471,2:29,,Sunday
2023-11-12,13:00:00,Chicago Blackhawks,3,Florida Panthers,4,,19359,2:26,,Sunday
2023-11-12,18:00:00,Dallas Stars,8,Minnesota Wild,3,,18509,2:33,,Sunday
2023-11-12,19:00:00,Vancouver Canucks,5,Montreal Canadiens,2,,21105,2:19,,Sunday
2023-11-12,19:00:00,Columbus Blue Jackets,3,New York Rangers,4,SO,18006,2:55,,Sunday
2023-11-13,20:30:00,New York Islanders,1,Edmonton Oilers,4,,17881,2:40,,Monday
2023-11-13,22:00:00,Colorado Avalanche,5,Seattle Kraken,1,,17151,2:37,,Monday
2023-11-14,19:00:00,Boston Bruins,5,Buffalo Sabres,2,,14840,2:21,,Tuesday
2023-11-14,19:00:00,Pittsburgh Penguins,5,Columbus Blue Jackets,3,,16596,2:23,,Tuesday
2023-11-14,20:00:00,Arizona Coyotes,3,Dallas Stars,4,OT,18532,2:31,,Tuesday
2023-11-14,19:00:00,Calgary Flames,2,Montreal Canadiens,1,,21105,2:29,,Tuesday
2023-11-14,20:00:00,Anaheim Ducks,3,Nashville Predators,2,,17159,2:30,,Tuesday
2023-11-14,22:30:00,Florida Panthers,5,San Jose Sharks,3,,10108,2:35,,Tuesday
2023-11-14,20:00:00,Tampa Bay Lightning,0,St. Louis Blues,5,,17621,2:25,,Tuesday
2023-11-14,20:00:00,New Jersey Devils,3,Winnipeg Jets,6,,11717,2:29,,Tuesday
2023-11-14,19:00:00,Vegas Golden Knights,0,Washington Capitals,3,,16598,2:34,,Tuesday
2023-11-15,19:30:00,Philadelphia Flyers,3,Carolina Hurricanes,1,,18700,2:32,,Wednesday
2023-11-15,21:00:00,Anaheim Ducks,2,Colorado Avalanche,8,,18029,2:32,,Wednesday
2023-11-15,20:30:00,Seattle Kraken,3,Edmonton Oilers,4,OT,18347,2:40,,Wednesday
2023-11-15,22:00:00,New York Islanders,3,Vancouver Canucks,4,OT,18972,2:42,,Wednesday
2023-11-16,19:00:00,Arizona Coyotes,3,Columbus Blue Jackets,2,,15909,2:28,,Thursday
2023-11-16,21:00:00,Vancouver Canucks,2,Calgary Flames,5,,17501,2:33,,Thursday
2023-11-16,20:00:00,Tampa Bay Lightning,4,Chicago Blackhawks,2,,18691,2:34,,Thursday
2023-11-16,22:30:00,Florida Panthers,1,Los Angeles Kings,2,,17243,2:29,,Thursday
2023-11-16,19:00:00,Vegas Golden Knights,6,Montreal Canadiens,5,,21105,2:39,,Thursday
2023-11-16,14:00:00,Detroit Red Wings,4,Ottawa Senators,5,OT,12487,2:48,"at Ericsson Globe Arena (Stockholm, SE)",Thursday
2023-11-16,19:00:00,New Jersey Devils,5,Pittsburgh Penguins,2,,18321,2:24,,Thursday
2023-11-16,22:00:00,New York Islanders,3,Seattle Kraken,4,SO,17151,2:46,,Thursday
2023-11-16,22:30:00,St. Louis Blues,1,San Jose Sharks,5,,10452,2:31,,Thursday
2023-11-17,22:00:00,Florida Panthers,2,Anaheim Ducks,1,,14932,2:42,,Friday
2023-11-17,14:00:00,Toronto Maple Leafs,3,Detroit Red Wings,2,,13510,2:40,"at Ericsson Globe Arena (Stockholm, SE)",Friday
2023-11-17,20:00:00,Buffalo Sabres,2,Winnipeg Jets,3,,11340,2:21,,Friday
2023-11-18,19:00:00,Montreal Canadiens,2,Boston Bruins,5,,17850,2:29,,Saturday
2023-11-18,19:00:00,Pittsburgh Penguins,2,Carolina Hurricanes,4,,18700,2:32,,Saturday
2023-11-18,19:00:00,New York Islanders,5,Calgary Flames,4,SO,17167,2:36,,Saturday
2023-11-18,20:00:00,Colorado Avalanche,6,Dallas Stars,3,,18532,2:28,,Saturday
2023-11-18,22:30:00,St. Louis Blues,1,Los Angeles Kings,5,,18145,2:18,,Saturday
2023-11-18,19:00:00,New York Rangers,5,New Jersey Devils,3,,17086,2:32,,Saturday
2023-11-18,14:00:00,Chicago Blackhawks,2,Nashville Predators,4,,17397,2:27,,Saturday
2023-11-18,11:00:00,Minnesota Wild,1,Ottawa Senators,2,SO,13213,2:38,"at Ericsson Globe Arena (Stockholm, SE)",Saturday
2023-11-18,13:00:00,Vegas Golden Knights,3,Philadelphia Flyers,4,OT,18113,2:35,,Saturday
2023-11-18,16:00:00,Edmonton Oilers,4,Tampa Bay Lightning,6,,19092,2:33,,Saturday
2023-11-18,22:00:00,Seattle Kraken,4,Vancouver Canucks,3,,18857,2:28,,Saturday
2023-11-18,19:00:00,Arizona Coyotes,2,Winnipeg Jets,5,,12103,2:29,,Saturday
2023-11-18,19:30:00,Columbus Blue Jackets,3,Washington Capitals,4,,18573,2:37,,Saturday
2023-11-19,20:00:00,St. Louis Blues,3,Anaheim Ducks,1,,15243,2:24,,Sunday
2023-11-19,19:00:00,Buffalo Sabres,3,Chicago Blackhawks,2,,19027,2:21,,Sunday
2023-11-19,08:00:00,Toronto Maple Leafs,4,Minnesota Wild,3,OT,13356,2:38,"at Ericsson Globe Arena (Stockholm, SE)",Sunday
2023-11-19,17:30:00,Columbus Blue Jackets,2,Philadelphia Flyers,5,,17416,2:36,,Sunday
2023-11-19,18:00:00,Vegas Golden Knights,0,Pittsburgh Penguins,3,,18120,2:30,,Sunday
