Date,Time,Visitor,G_Visitor,Home,G_Home,OT_SO,Attendance,LOG,Notes,Day
2016-10-15,21:00:00,Dallas Stars,5,Colorado Avalanche,6,,18007,2:38,,Saturday
2016-10-15,19:00:00,Detroit Red Wings,1,Florida Panthers,4,,16868,2:35,,Saturday
2016-10-15,19:00:00,Winnipeg Jets,3,Minnesota Wild,4,,19024,2:41,,Saturday
2016-10-15,19:00:00,Montreal Canadiens,3,Ottawa Senators,4,SO,18195,2:44,,Saturday
2016-10-15,19:00:00,Anaheim Ducks,2,Pittsburgh Penguins,3,,18452,2:38,,Saturday
2016-10-15,20:00:00,New York Rangers,2,St. Louis Blues,3,,19197,2:24,,Saturday
2016-10-15,19:00:00,New Jersey Devils,2,Tampa Bay Lightning,3,,19092,2:36,,Saturday
2016-10-15,19:00:00,Boston Bruins,1,Toronto Maple Leafs,4,,19466,2:23,,Saturday
2016-10-15,22:00:00,Calgary Flames,1,Vancouver Canucks,2,SO,18865,2:42,,Saturday
2016-10-15,19:00:00,New York Islanders,1,Washington Capitals,2,,18506,2:25,,Saturday
2016-10-16,19:00:00,Buffalo Sabres,6,Edmonton Oilers,2,,18347,2:39,,Sunday
2016-10-16,18:00:00,Anaheim Ducks,2,New York Islanders,3,OT,15795,2:37,,Sunday
2016-10-16,22:00:00,Carolina Hurricanes,3,Vancouver Canucks,4,OT,17832,2:25,,Sunday
2016-10-17,19:30:00,Ottawa Senators,1,Detroit Red Wings,5,,20027,2:33,,Monday
2016-10-17,19:00:00,San Jose Sharks,4,New York Rangers,7,,18200,2:32,,Monday
2016-10-17,19:00:00,Colorado Avalanche,4,Pittsburgh Penguins,3,OT,18431,2:41,,Monday
2016-10-17,20:00:00,Boston Bruins,4,Winnipeg Jets,1,,15296,2:36,,Monday
2016-10-18,21:00:00,Buffalo Sabres,3,Calgary Flames,4,OT,19289,2:35,,Tuesday
2016-10-18,20:30:00,Philadelphia Flyers,4,Chicago Blackhawks,7,,21263,2:26,,Tuesday
2016-10-18,21:00:00,Carolina Hurricanes,2,Edmonton Oilers,3,,18347,2:30,,Tuesday
2016-10-18,20:00:00,Los Angeles Kings,3,Minnesota Wild,6,,18644,2:40,,Tuesday
2016-10-18,19:30:00,Pittsburgh Penguins,0,Montreal Canadiens,4,,21288,2:47,,Tuesday
2016-10-18,19:00:00,Anaheim Ducks,1,New Jersey Devils,2,,16514,2:37,,Tuesday
2016-10-18,20:00:00,Dallas Stars,2,Nashville Predators,1,,17113,2:29,,Tuesday
2016-10-18,19:00:00,San Jose Sharks,3,New York Islanders,2,,10772,2:34,,Tuesday
2016-10-18,19:30:00,Arizona Coyotes,4,Ottawa Senators,7,,11061,2:43,,Tuesday
2016-10-18,19:30:00,Florida Panthers,3,Tampa Bay Lightning,4,SO,19092,2:50,,Tuesday
2016-10-18,22:00:00,St. Louis Blues,1,Vancouver Canucks,2,OT,17568,2:28,,Tuesday
2016-10-18,19:00:00,Colorado Avalanche,0,Washington Capitals,3,,18506,2:29,,Tuesday
2016-10-19,20:00:00,Detroit Red Wings,2,New York Rangers,1,,18200,2:28,,Wednesday
2016-10-19,20:00:00,Toronto Maple Leafs,4,Winnipeg Jets,5,OT,15294,2:36,,Wednesday
2016-10-20,19:00:00,New Jersey Devils,1,Boston Bruins,2,,17565,2:37,,Thursday
2016-10-20,21:00:00,Carolina Hurricanes,4,Calgary Flames,2,,17652,2:29,,Thursday
2016-10-20,20:30:00,Los Angeles Kings,4,Dallas Stars,3,OT,18532,2:45,,Thursday
2016-10-20,21:00:00,St. Louis Blues,1,Edmonton Oilers,3,,18347,2:30,,Thursday
2016-10-20,19:30:00,Washington Capitals,4,Florida Panthers,2,,12440,2:27,,Thursday
2016-10-20,20:00:00,Toronto Maple Leafs,2,Minnesota Wild,3,,18968,2:36,,Thursday
2016-10-20,19:30:00,Arizona Coyotes,2,Montreal Canadiens,5,,21288,2:33,,Thursday
2016-10-20,19:00:00,Anaheim Ducks,3,Philadelphia Flyers,2,,19982,2:23,,Thursday
2016-10-20,19:00:00,San Jose Sharks,2,Pittsburgh Penguins,3,,18511,2:31,,Thursday
2016-10-20,19:30:00,Colorado Avalanche,4,Tampa Bay Lightning,0,,19092,2:27,,Thursday
2016-10-20,22:00:00,Buffalo Sabres,1,Vancouver Canucks,2,,17809,2:35,,Thursday
2016-10-21,19:00:00,Chicago Blackhawks,2,Columbus Blue Jackets,3,,15789,2:27,,Friday
2016-10-21,19:30:00,Nashville Predators,3,Detroit Red Wings,5,,20027,2:34,,Friday
2016-10-21,19:00:00,Arizona Coyotes,2,New York Islanders,3,,13076,2:38,,Friday
2016-10-22,19:00:00,Montreal Canadiens,4,Boston Bruins,2,,17565,2:36,,Saturday
2016-10-22,22:00:00,St. Louis Blues,6,Calgary Flames,4,,18076,2:33,,Saturday
2016-10-22,19:00:00,Toronto Maple Leafs,4,Chicago Blackhawks,5,SO,21735,2:51,,Saturday
2016-10-22,20:00:00,Columbus Blue Jackets,3,Dallas Stars,0,,18532,2:30,,Saturday
2016-10-22,19:00:00,San Jose Sharks,0,Detroit Red Wings,3,,20027,2:27,,Saturday
2016-10-22,19:00:00,Colorado Avalanche,2,Florida Panthers,5,,14326,2:32,,Saturday
2016-10-22,22:00:00,Vancouver Canucks,3,Los Angeles Kings,4,SO,18230,2:51,,Saturday
2016-10-22,19:00:00,Minnesota Wild,1,New Jersey Devils,2,OT,16514,2:36,,Saturday
2016-10-22,20:00:00,Pittsburgh Penguins,1,Nashville Predators,5,,17113,2:31,,Saturday
2016-10-22,19:00:00,Tampa Bay Lightning,4,Ottawa Senators,1,,15918,2:30,,Saturday
2016-10-22,19:00:00,Carolina Hurricanes,3,Philadelphia Flyers,6,,19668,2:36,,Saturday
2016-10-22,19:00:00,New York Rangers,4,Washington Capitals,2,,18506,2:20,,Saturday
2016-10-23,20:00:00,Vancouver Canucks,2,Anaheim Ducks,4,,17174,2:29,,Sunday
2016-10-23,18:00:00,Minnesota Wild,3,New York Islanders,6,,11583,2:30,,Sunday
2016-10-23,19:00:00,Arizona Coyotes,2,New York Rangers,3,,18006,2:26,,Sunday
2016-10-23,15:00:00,Edmonton Oilers,3,Winnipeg Jets,0,,33240,2:30,NHL Heritage Classic,Sunday
2016-10-24,20:30:00,Calgary Flames,3,Chicago Blackhawks,2,SO,21348,2:51,,Monday
2016-10-24,19:30:00,Philadelphia Flyers,1,Montreal Canadiens,3,,21288,2:27,,Monday
2016-10-25,19:00:00,Minnesota Wild,5,Boston Bruins,0,,17565,2:32,,Tuesday
2016-10-25,20:30:00,Winnipeg Jets,2,Dallas Stars,3,,18040,2:37,,Tuesday
2016-10-25,19:30:00,Carolina Hurricanes,2,Detroit Red Wings,4,,20027,2:24,,Tuesday
2016-10-25,22:30:00,Columbus Blue Jackets,2,Los Angeles Kings,3,OT,18230,2:23,,Tuesday
2016-10-25,19:00:00,Arizona Coyotes,3,New Jersey Devils,5,,12756,2:30,,Tuesday
2016-10-25,19:30:00,Buffalo Sabres,3,Philadelphia Flyers,4,SO,19209,2:50,,Tuesday
2016-10-25,19:00:00,Florida Panthers,2,Pittsburgh Penguins,3,,18434,2:20,,Tuesday
2016-10-25,22:00:00,Anaheim Ducks,1,San Jose Sharks,2,OT,17562,2:36,,Tuesday
2016-10-25,20:00:00,Calgary Flames,4,St. Louis Blues,1,,17337,2:25,,Tuesday
2016-10-25,19:30:00,Tampa Bay Lightning,7,Toronto Maple Leafs,3,,19449,2:42,,Tuesday
2016-10-25,22:00:00,Ottawa Senators,3,Vancouver Canucks,0,,18471,2:24,,Tuesday
2016-10-26,22:30:00,Nashville Predators,1,Anaheim Ducks,6,,15421,2:36,,Wednesday
2016-10-26,21:30:00,Washington Capitals,1,Edmonton Oilers,4,,18347,2:30,,Wednesday
2016-10-26,19:00:00,Montreal Canadiens,3,New York Islanders,2,,12194,2:33,,Wednesday
2016-10-26,20:00:00,Boston Bruins,2,New York Rangers,5,,18006,2:31,,Wednesday
2016-10-27,19:00:00,Minnesota Wild,4,Buffalo Sabres,0,,18122,2:28,,Thursday
2016-10-27,22:30:00,Nashville Predators,2,Los Angeles Kings,3,OT,18230,2:49,,Thursday
2016-10-27,19:30:00,Tampa Bay Lightning,1,Montreal Canadiens,3,,21288,2:32,,Thursday
2016-10-27,19:00:00,Arizona Coyotes,5,Philadelphia Flyers,4,,19432,2:39,,Thursday
2016-10-27,19:00:00,New York Islanders,2,Pittsburgh Penguins,4,,18422,2:35,,Thursday
2016-10-27,22:30:00,Columbus Blue Jackets,1,San Jose Sharks,3,,17229,2:30,,Thursday
2016-10-27,20:00:00,Detroit Red Wings,2,St. Louis Blues,1,SO,19229,2:47,,Thursday
2016-10-27,19:30:00,Florida Panthers,2,Toronto Maple Leafs,3,,18979,2:26,,Thursday
2016-10-27,20:00:00,Dallas Stars,1,Winnipeg Jets,4,,15294,2:31,,Thursday
2016-10-28,22:00:00,Columbus Blue Jackets,4,Anaheim Ducks,0,,15841,2:32,,Friday
2016-10-28,19:30:00,New York Rangers,2,Carolina Hurricanes,3,,18680,2:21,,Friday
2016-10-28,21:00:00,Ottawa Senators,2,Calgary Flames,5,,18132,2:36,,Friday
2016-10-28,21:00:00,Winnipeg Jets,1,Colorado Avalanche,0,,16135,2:24,,Friday
2016-10-28,19:30:00,Chicago Blackhawks,3,New Jersey Devils,2,OT,13882,2:30,,Friday
2016-10-28,22:00:00,Edmonton Oilers,2,Vancouver Canucks,0,,18865,2:24,,Friday
2016-10-29,21:00:00,Colorado Avalanche,3,Arizona Coyotes,2,,13533,2:26,,Saturday
2016-10-29,13:00:00,Florida Panthers,0,Buffalo Sabres,3,,18261,2:34,,Saturday
2016-10-29,19:00:00,Boston Bruins,1,Detroit Red Wings,0,,20027,2:45,,Saturday
2016-10-29,20:00:00,Dallas Stars,0,Minnesota Wild,4,,19031,2:28,,Saturday
2016-10-29,19:00:00,Toronto Maple Leafs,1,Montreal Canadiens,2,,21288,2:28,,Saturday
2016-10-29,19:00:00,Tampa Bay Lightning,1,New Jersey Devils,3,,13098,2:30,,Saturday
2016-10-29,19:00:00,Pittsburgh Penguins,5,Philadelphia Flyers,4,,19927,2:41,,Saturday
2016-10-29,22:30:00,Nashville Predators,1,San Jose Sharks,4,,17562,2:28,,Saturday
2016-10-29,20:00:00,Los Angeles Kings,0,St. Louis Blues,1,,18631,2:26,,Saturday
2016-10-29,22:00:00,Washington Capitals,5,Vancouver Canucks,2,,18338,2:36,,Saturday
2016-10-30,17:00:00,Philadelphia Flyers,4,Carolina Hurricanes,3,,10353,2:28,,Sunday
2016-10-30,21:30:00,Washington Capitals,3,Calgary Flames,1,,18454,2:25,,Sunday
2016-10-30,19:00:00,Los Angeles Kings,0,Chicago Blackhawks,3,,21329,2:23,,Sunday
2016-10-30,17:00:00,Florida Panthers,5,Detroit Red Wings,2,,20027,2:24,,Sunday
2016-10-30,21:00:00,Ottawa Senators,2,Edmonton Oilers,0,,18347,2:29,,Sunday
2016-10-30,18:00:00,Toronto Maple Leafs,1,New York Islanders,5,,12057,2:32,,Sunday
2016-10-30,19:00:00,Tampa Bay Lightning,1,New York Rangers,6,,18006,2:36,,Sunday
2016-10-30,15:00:00,Buffalo Sabres,3,Winnipeg Jets,1,,15294,2:30,,Sunday
2016-11-01,22:00:00,San Jose Sharks,2,Arizona Coyotes,3,,11046,2:36,,Tuesday
2016-11-01,19:00:00,Dallas Stars,2,Columbus Blue Jackets,3,OT,10141,2:27,,Tuesday
2016-11-01,20:30:00,Calgary Flames,1,Chicago Blackhawks,5,,21166,2:23,,Tuesday
2016-11-01,21:00:00,Nashville Predators,5,Colorado Avalanche,1,,12142,2:26,,Tuesday
2016-11-01,19:30:00,Boston Bruins,2,Florida Panthers,1,,13808,2:44,,Tuesday
2016-11-01,22:30:00,Anaheim Ducks,4,Los Angeles Kings,0,,18230,2:39,,Tuesday
2016-11-01,20:00:00,Buffalo Sabres,2,Minnesota Wild,1,,18864,2:28,,Tuesday
2016-11-01,19:30:00,Tampa Bay Lightning,6,New York Islanders,1,,10822,2:28,,Tuesday
2016-11-01,19:00:00,St. Louis Blues,0,New York Rangers,5,,18006,2:30,,Tuesday
2016-11-01,19:30:00,Carolina Hurricanes,1,Ottawa Senators,2,OT,13049,2:40,,Tuesday
2016-11-01,19:30:00,Edmonton Oilers,2,Toronto Maple Leafs,3,OT,19687,2:34,,Tuesday
2016-11-01,20:00:00,Washington Capitals,3,Winnipeg Jets,2,,15294,2:35,,Tuesday
2016-11-02,22:30:00,Pittsburgh Penguins,5,Anaheim Ducks,1,,15543,2:33,,Wednesday
2016-11-02,19:30:00,Vancouver Canucks,0,Montreal Canadiens,3,,21288,2:28,,Wednesday
2016-11-02,20:00:00,Detroit Red Wings,3,Philadelphia Flyers,4,OT,19309,2:32,,Wednesday
2016-11-03,22:00:00,Nashville Predators,2,Arizona Coyotes,3,SO,10745,2:40,,Thursday
2016-11-03,19:00:00,Toronto Maple Leafs,2,Buffalo Sabres,1,,18183,2:35,,Thursday
2016-11-03,20:30:00,Colorado Avalanche,0,Chicago Blackhawks,4,,21580,2:25,,Thursday
2016-11-03,20:30:00,St. Louis Blues,2,Dallas Stars,6,,18532,2:40,,Thursday
2016-11-03,19:30:00,New Jersey Devils,3,Florida Panthers,4,OT,11597,2:37,,Thursday
2016-11-03,22:30:00,Pittsburgh Penguins,2,Los Angeles Kings,3,OT,18230,2:38,,Thursday
2016-11-03,19:00:00,Philadelphia Flyers,3,New York Islanders,2,SO,11119,2:50,,Thursday
2016-11-03,19:00:00,Edmonton Oilers,3,New York Rangers,5,,18006,2:31,,Thursday
2016-11-03,19:30:00,Vancouver Canucks,0,Ottawa Senators,1,,13260,2:34,,Thursday
2016-11-03,22:30:00,Calgary Flames,3,San Jose Sharks,2,,17562,2:24,,Thursday
2016-11-03,19:30:00,Boston Bruins,4,Tampa Bay Lightning,3,SO,19092,3:04,,Thursday
2016-11-03,19:00:00,Winnipeg Jets,3,Washington Capitals,4,OT,18506,2:39,,Thursday
2016-11-04,22:00:00,Arizona Coyotes,1,Anaheim Ducks,5,,16405,2:33,,Friday
2016-11-04,19:00:00,Montreal Canadiens,0,Columbus Blue Jackets,10,,14436,2:39,,Friday
2016-11-04,19:30:00,Winnipeg Jets,5,Detroit Red Wings,3,,20027,2:43,,Friday
2016-11-05,19:00:00,New York Rangers,5,Boston Bruins,2,,17565,2:24,,Saturday
2016-11-05,15:00:00,Minnesota Wild,0,Colorado Avalanche,1,,16256,2:34,,Saturday
2016-11-05,20:00:00,Chicago Blackhawks,3,Dallas Stars,2,,18532,2:42,,Saturday
2016-11-05,22:00:00,Calgary Flames,0,Los Angeles Kings,5,,18230,2:30,,Saturday
2016-11-05,19:00:00,Philadelphia Flyers,4,Montreal Canadiens,5,,21288,2:32,,Saturday
2016-11-05,20:00:00,Carolina Hurricanes,3,Nashville Predators,2,SO,17113,2:38,,Saturday
2016-11-05,19:00:00,Edmonton Oilers,4,New York Islanders,3,SO,13862,2:41,,Saturday
2016-11-05,19:00:00,Buffalo Sabres,2,Ottawa Senators,1,,16225,2:23,,Saturday
2016-11-05,22:30:00,Pittsburgh Penguins,5,San Jose Sharks,0,,17562,2:29,,Saturday
2016-11-05,19:00:00,Columbus Blue Jackets,1,St. Louis Blues,2,OT,18245,2:35,,Saturday
2016-11-05,19:00:00,New Jersey Devils,1,Tampa Bay Lightning,4,,19092,2:37,,Saturday
2016-11-05,19:00:00,Vancouver Canucks,3,Toronto Maple Leafs,6,,19480,2:48,,Saturday
2016-11-05,19:00:00,Florida Panthers,2,Washington Capitals,4,,18506,2:32,,Saturday
2016-11-06,21:30:00,Calgary Flames,1,Anaheim Ducks,4,,16218,2:27,,Sunday
2016-11-06,18:00:00,New Jersey Devils,4,Carolina Hurricanes,1,,8650,2:23,,Sunday
2016-11-06,19:00:00,Dallas Stars,3,Chicago Blackhawks,4,OT,21901,2:49,,Sunday
2016-11-06,17:00:00,Edmonton Oilers,2,Detroit Red Wings,1,,20027,2:28,,Sunday
2016-11-06,19:00:00,Winnipeg Jets,2,New York Rangers,5,,18006,2:23,,Sunday
2016-11-06,17:00:00,Colorado Avalanche,1,St. Louis Blues,5,,17220,2:26,,Sunday
2016-11-07,19:00:00,Buffalo Sabres,0,Boston Bruins,4,,17565,2:34,,Monday
2016-11-07,19:30:00,Tampa Bay Lightning,1,Florida Panthers,3,,11703,2:28,,Monday
2016-11-07,19:00:00,Vancouver Canucks,2,New York Islanders,4,,12514,2:29,,Monday
2016-11-08,21:00:00,Arizona Coyotes,4,Colorado Avalanche,2,,13858,2:27,,Tuesday
2016-11-08,19:30:00,Boston Bruins,2,Montreal Canadiens,3,,21288,2:33,,Tuesday
2016-11-08,19:00:00,Carolina Hurricanes,2,New Jersey Devils,3,SO,12179,2:50,,Tuesday
2016-11-08,20:00:00,Ottawa Senators,1,Nashville Predators,3,,17113,2:35,,Tuesday
2016-11-08,19:00:00,Vancouver Canucks,5,New York Rangers,3,,18006,2:26,,Tuesday
2016-11-08,19:00:00,Detroit Red Wings,3,Philadelphia Flyers,2,SO,19598,2:35,,Tuesday
2016-11-08,19:00:00,Edmonton Oilers,3,Pittsburgh Penguins,4,,18576,2:26,,Tuesday
2016-11-08,19:30:00,Los Angeles Kings,7,Toronto Maple Leafs,0,,18976,2:27,,Tuesday
2016-11-08,20:00:00,Dallas Stars,2,Winnipeg Jets,8,,15294,3:26,,Tuesday
2016-11-08,19:00:00,San Jose Sharks,3,Washington Capitals,0,,18506,2:21,,Tuesday
2016-11-09,19:30:00,Ottawa Senators,2,Buffalo Sabres,1,SO,17884,2:42,,Wednesday
2016-11-09,19:00:00,Anaheim Ducks,2,Columbus Blue Jackets,3,OT,10250,2:39,,Wednesday
2016-11-09,20:00:00,Chicago Blackhawks,2,St. Louis Blues,1,OT,18704,2:31,,Wednesday
2016-11-10,21:00:00,Winnipeg Jets,3,Arizona Coyotes,2,,11185,2:22,,Thursday
2016-11-10,19:00:00,Columbus Blue Jackets,2,Boston Bruins,5,,17565,2:26,,Thursday
2016-11-10,19:00:00,Anaheim Ducks,4,Carolina Hurricanes,2,,8086,2:32,,Thursday
2016-11-10,21:00:00,Dallas Stars,4,Calgary Flames,2,,18795,2:30,,Thursday
2016-11-10,19:30:00,Vancouver Canucks,1,Detroit Red Wings,3,,20027,2:28,,Thursday
2016-11-10,19:30:00,San Jose Sharks,4,Florida Panthers,2,,11703,2:24,,Thursday
2016-11-10,19:30:00,Los Angeles Kings,1,Montreal Canadiens,4,,21288,2:27,,Thursday
2016-11-10,20:00:00,St. Louis Blues,1,Nashville Predators,3,,17259,2:24,,Thursday
2016-11-10,19:00:00,Minnesota Wild,4,Pittsburgh Penguins,2,,18458,2:34,,Thursday
2016-11-10,19:30:00,New York Islanders,1,Tampa Bay Lightning,4,,19092,2:22,,Thursday
2016-11-11,19:00:00,New Jersey Devils,2,Buffalo Sabres,1,OT,18301,2:41,,Friday
2016-11-11,20:30:00,Washington Capitals,3,Chicago Blackhawks,2,OT,22075,2:32,,Friday
2016-11-11,21:00:00,Winnipeg Jets,2,Colorado Avalanche,3,OT,16517,2:30,,Friday
2016-11-11,21:00:00,Dallas Stars,3,Edmonton Oilers,2,,18347,2:30,,Friday
2016-11-11,19:30:00,Los Angeles Kings,1,Ottawa Senators,2,,15622,2:32,,Friday
2016-11-11,19:00:00,Philadelphia Flyers,3,Toronto Maple Leafs,6,,19189,2:25,,Friday
2016-11-12,20:00:00,Boston Bruins,2,Arizona Coyotes,1,,16531,2:35,,Saturday
2016-11-12,19:00:00,Washington Capitals,1,Carolina Hurricanes,5,,12436,2:29,,Saturday
2016-11-12,19:00:00,St. Louis Blues,4,Columbus Blue Jackets,8,,15788,2:34,,Saturday
2016-11-12,22:00:00,New York Rangers,4,Calgary Flames,1,,18421,2:21,,Saturday
2016-11-12,19:00:00,New York Islanders,2,Florida Panthers,3,OT,15828,2:53,,Saturday
2016-11-12,19:00:00,Detroit Red Wings,0,Montreal Canadiens,5,,21288,2:33,,Saturday
2016-11-12,19:00:00,Buffalo Sabres,2,New Jersey Devils,4,,16514,2:34,,Saturday
2016-11-12,20:00:00,Anaheim Ducks,0,Nashville Predators,5,,17309,2:37,,Saturday
2016-11-12,19:00:00,Minnesota Wild,2,Philadelphia Flyers,3,,19591,2:30,,Saturday
2016-11-12,19:00:00,Toronto Maple Leafs,1,Pittsburgh Penguins,4,,18668,2:23,,Saturday
2016-11-12,19:00:00,San Jose Sharks,3,Tampa Bay Lightning,1,,19092,2:35,,Saturday
2016-11-13,19:00:00,Montreal Canadiens,2,Chicago Blackhawks,3,,21762,2:36,,Sunday
2016-11-13,19:00:00,Boston Bruins,2,Colorado Avalanche,0,,15808,2:31,,Sunday
2016-11-13,21:30:00,New York Rangers,3,Edmonton Oilers,1,,18347,2:27,,Sunday
2016-11-13,17:00:00,Minnesota Wild,2,Ottawa Senators,1,OT,14265,2:35,,Sunday
2016-11-13,16:00:00,Dallas Stars,4,Vancouver Canucks,5,OT,18470,2:33,,Sunday
2016-11-13,14:00:00,Los Angeles Kings,2,Winnipeg Jets,3,SO,15294,2:43,,Sunday
2016-11-14,19:00:00,Tampa Bay Lightning,4,New York Islanders,0,,12498,2:26,,Monday
2016-11-15,22:00:00,Edmonton Oilers,1,Anaheim Ducks,4,,15600,2:33,,Tuesday
2016-11-15,19:00:00,San Jose Sharks,0,Carolina Hurricanes,1,,8932,2:18,,Tuesday
2016-11-15,19:00:00,Washington Capitals,1,Columbus Blue Jackets,2,OT,11738,2:30,,Tuesday
2016-11-15,21:00:00,Los Angeles Kings,1,Colorado Avalanche,4,,14805,2:35,,Tuesday
2016-11-15,20:30:00,New Jersey Devils,2,Dallas Stars,1,OT,18039,2:24,,Tuesday
2016-11-15,19:30:00,Tampa Bay Lightning,4,Detroit Red Wings,3,,20027,2:33,,Tuesday
2016-11-15,20:00:00,Calgary Flames,1,Minnesota Wild,0,,19048,2:32,,Tuesday
2016-11-15,19:30:00,Florida Panthers,4,Montreal Canadiens,3,OT,21288,2:29,,Tuesday
2016-11-15,19:00:00,Ottawa Senators,3,Philadelphia Flyers,2,SO,19358,2:49,,Tuesday
2016-11-15,20:00:00,Buffalo Sabres,1,St. Louis Blues,4,,16884,2:30,,Tuesday
2016-11-15,19:30:00,Nashville Predators,2,Toronto Maple Leafs,6,,19342,2:30,,Tuesday
2016-11-15,22:00:00,New York Rangers,7,Vancouver Canucks,2,,17814,2:27,,Tuesday
2016-11-15,20:00:00,Chicago Blackhawks,0,Winnipeg Jets,4,,15294,2:26,,Tuesday
2016-11-16,22:00:00,Arizona Coyotes,1,Calgary Flames,2,OT,18202,2:37,,Wednesday
2016-11-16,19:30:00,Pittsburgh Penguins,1,Washington Capitals,7,,18506,2:45,,Wednesday
2016-11-17,22:00:00,New Jersey Devils,2,Anaheim Ducks,3,,14954,2:46,,Thursday
2016-11-17,19:00:00,Tampa Bay Lightning,4,Buffalo Sabres,1,,17870,2:29,,Thursday
2016-11-17,20:30:00,Colorado Avalanche,2,Dallas Stars,3,,18237,2:42,,Thursday
2016-11-17,22:30:00,Edmonton Oilers,2,Los Angeles Kings,4,,18230,2:29,,Thursday
2016-11-17,20:00:00,Boston Bruins,0,Minnesota Wild,1,,18774,2:33,,Thursday
2016-11-17,19:30:00,Nashville Predators,5,Ottawa Senators,1,,15480,2:27,,Thursday
2016-11-17,19:00:00,Winnipeg Jets,2,Philadelphia Flyers,5,,19432,2:26,,Thursday
2016-11-17,20:00:00,San Jose Sharks,2,St. Louis Blues,3,,17618,2:28,,Thursday
2016-11-17,19:30:00,Florida Panthers,1,Toronto Maple Leafs,6,,18931,2:33,,Thursday
2016-11-17,22:00:00,Arizona Coyotes,2,Vancouver Canucks,3,OT,18027,2:56,,Thursday
2016-11-18,19:30:00,Montreal Canadiens,2,Carolina Hurricanes,3,,12101,2:27,,Friday
2016-11-18,19:00:00,New York Rangers,2,Columbus Blue Jackets,4,,14541,2:27,,Friday
2016-11-18,21:00:00,Chicago Blackhawks,3,Calgary Flames,2,,18691,2:31,,Friday
2016-11-18,19:00:00,Pittsburgh Penguins,3,New York Islanders,2,OT,13365,2:28,,Friday
2016-11-18,19:00:00,Detroit Red Wings,0,Washington Capitals,1,,18506,2:27,,Friday
2016-11-19,20:00:00,San Jose Sharks,2,Arizona Coyotes,3,OT,13148,2:38,,Saturday
2016-11-19,19:00:00,Winnipeg Jets,1,Boston Bruins,4,,17565,2:21,,Saturday
2016-11-19,19:00:00,Pittsburgh Penguins,1,Buffalo Sabres,2,SO,18817,2:49,,Saturday
2016-11-19,19:00:00,Edmonton Oilers,5,Dallas Stars,2,,18352,2:28,,Saturday
2016-11-19,16:00:00,New Jersey Devils,2,Los Angeles Kings,4,,18230,2:25,,Saturday
2016-11-19,20:00:00,Colorado Avalanche,3,Minnesota Wild,2,,19238,2:43,,Saturday
2016-11-19,19:00:00,Toronto Maple Leafs,1,Montreal Canadiens,2,,21288,2:30,,Saturday
2016-11-19,19:00:00,Florida Panthers,4,Ottawa Senators,1,,14132,2:25,,Saturday
2016-11-19,13:00:00,Tampa Bay Lightning,3,Philadelphia Flyers,0,,19732,2:25,,Saturday
2016-11-19,20:00:00,Nashville Predators,1,St. Louis Blues,3,,18922,2:29,,Saturday
2016-11-19,22:00:00,Chicago Blackhawks,4,Vancouver Canucks,3,OT,18865,2:31,,Saturday
2016-11-20,20:00:00,Los Angeles Kings,3,Anaheim Ducks,2,,16611,2:38,,Sunday
2016-11-20,17:00:00,Winnipeg Jets,1,Carolina Hurricanes,3,,10809,2:30,,Sunday
2016-11-20,19:30:00,Calgary Flames,3,Detroit Red Wings,2,,20027,2:26,,Sunday
