Date,Time,Visitor,G_Visitor,Home,G_Home,OT_SO,Attendance,LOG,Notes,Day
2022-10-20,19:00:00,San Jose Sharks,3,New York Rangers,2,OT,17083,2:27,,Thursday
2022-10-20,19:00:00,Washington Capitals,2,Ottawa Senators,5,,14210,2:28,,Thursday
2022-10-20,19:00:00,Los Angeles Kings,1,Pittsburgh Penguins,6,,17136,2:27,,Thursday
2022-10-20,19:00:00,Dallas Stars,2,Toronto Maple Leafs,3,OT,18488,2:50,,Thursday
2022-10-20,22:00:00,Winnipeg Jets,2,Vegas Golden Knights,5,,17777,2:19,,Thursday
2022-10-21,20:30:00,Detroit Red Wings,3,Chicago Blackhawks,4,OT,18753,2:31,,Friday
2022-10-21,21:00:00,Seattle Kraken,3,Colorado Avalanche,2,,18131,2:26,,Friday
2022-10-21,19:30:00,Tampa Bay Lightning,3,Florida Panthers,2,OT,17531,2:44,,Friday
2022-10-22,13:00:00,Minnesota Wild,3,Boston Bruins,4,OT,17850,2:42,,Saturday
2022-10-22,19:00:00,Pittsburgh Penguins,6,Columbus Blue Jackets,3,,18051,2:35,,Saturday
2022-10-22,22:00:00,Carolina Hurricanes,2,Calgary Flames,3,OT,17210,2:27,,Saturday
2022-10-22,16:00:00,St. Louis Blues,2,Edmonton Oilers,0,,17102,2:12,,Saturday
2022-10-22,19:00:00,Dallas Stars,5,Montreal Canadiens,2,,21105,2:26,,Saturday
2022-10-22,13:00:00,San Jose Sharks,1,New Jersey Devils,2,,11037,2:31,,Saturday
2022-10-22,20:00:00,Philadelphia Flyers,3,Nashville Predators,1,,17470,2:34,,Saturday
2022-10-22,16:00:00,Arizona Coyotes,2,Ottawa Senators,6,,15107,2:29,,Saturday
2022-10-22,19:00:00,New York Islanders,3,Tampa Bay Lightning,5,,19092,2:29,,Saturday
2022-10-22,22:00:00,Buffalo Sabres,5,Vancouver Canucks,1,,18809,2:26,,Saturday
2022-10-22,22:00:00,Colorado Avalanche,3,Vegas Golden Knights,2,,18207,2:29,,Saturday
2022-10-22,19:00:00,Toronto Maple Leafs,4,Winnipeg Jets,1,,15325,2:23,,Saturday
2022-10-22,19:00:00,Los Angeles Kings,3,Washington Capitals,4,,18573,2:26,,Saturday
2022-10-23,14:00:00,Seattle Kraken,4,Chicago Blackhawks,5,,14892,2:26,,Sunday
2022-10-23,17:00:00,Anaheim Ducks,1,Detroit Red Wings,5,,17932,2:33,,Sunday
2022-10-23,17:00:00,New York Islanders,2,Florida Panthers,3,,16342,2:26,,Sunday
2022-10-23,17:00:00,Columbus Blue Jackets,5,New York Rangers,1,,18006,2:23,,Sunday
2022-10-23,19:00:00,San Jose Sharks,3,Philadelphia Flyers,0,,14512,2:29,,Sunday
2022-10-24,20:00:00,Pittsburgh Penguins,3,Edmonton Oilers,6,,17392,2:27,,Monday
2022-10-24,19:00:00,Washington Capitals,6,New Jersey Devils,3,,11405,2:31,,Monday
2022-10-24,19:00:00,Dallas Stars,2,Ottawa Senators,4,,12088,2:29,,Monday
2022-10-24,22:30:00,Carolina Hurricanes,3,Vancouver Canucks,2,,18775,2:34,,Monday
2022-10-24,22:00:00,Toronto Maple Leafs,1,Vegas Golden Knights,3,,17989,2:35,,Monday
2022-10-24,20:00:00,St. Louis Blues,0,Winnipeg Jets,4,,13936,2:18,,Monday
2022-10-25,19:00:00,Dallas Stars,1,Boston Bruins,3,,17850,2:27,,Tuesday
2022-10-25,19:00:00,Arizona Coyotes,6,Columbus Blue Jackets,3,,14498,2:33,,Tuesday
2022-10-25,21:00:00,Pittsburgh Penguins,1,Calgary Flames,4,,17628,2:28,,Tuesday
2022-10-25,20:30:00,Florida Panthers,2,Chicago Blackhawks,4,,12859,2:28,,Tuesday
2022-10-25,19:00:00,New Jersey Devils,6,Detroit Red Wings,2,,16546,2:27,,Tuesday
2022-10-25,22:30:00,Tampa Bay Lightning,2,Los Angeles Kings,4,,16480,2:26,,Tuesday
2022-10-25,19:00:00,Minnesota Wild,3,Montreal Canadiens,1,,20867,2:24,,Tuesday
2022-10-25,20:00:00,Colorado Avalanche,3,New York Rangers,2,SO,18006,2:47,,Tuesday
2022-10-25,22:00:00,Buffalo Sabres,1,Seattle Kraken,5,,17151,2:21,,Tuesday
2022-10-25,22:30:00,Vegas Golden Knights,4,San Jose Sharks,2,,12003,2:26,,Tuesday
2022-10-26,22:00:00,Tampa Bay Lightning,4,Anaheim Ducks,2,,14889,2:31,,Wednesday
2022-10-26,19:30:00,New York Rangers,0,New York Islanders,3,,17255,2:25,,Wednesday
2022-10-26,20:00:00,Edmonton Oilers,3,St. Louis Blues,1,,18096,2:24,,Wednesday
2022-10-27,19:00:00,Detroit Red Wings,1,Boston Bruins,5,,17850,2:31,,Thursday
2022-10-27,19:00:00,Montreal Canadiens,3,Buffalo Sabres,2,,12735,2:21,,Thursday
2022-10-27,20:30:00,Edmonton Oilers,6,Chicago Blackhawks,5,,13685,2:38,,Thursday
2022-10-27,20:30:00,Washington Capitals,0,Dallas Stars,2,,18235,2:25,,Thursday
2022-10-27,22:30:00,Winnipeg Jets,6,Los Angeles Kings,4,,15716,2:25,,Thursday
2022-10-27,20:00:00,St. Louis Blues,2,Nashville Predators,6,,17159,2:19,,Thursday
2022-10-27,19:00:00,Minnesota Wild,4,Ottawa Senators,2,,13870,2:35,,Thursday
2022-10-27,19:00:00,Florida Panthers,3,Philadelphia Flyers,4,,14871,2:37,,Thursday
2022-10-27,22:00:00,Vancouver Canucks,5,Seattle Kraken,4,,17151,2:31,,Thursday
2022-10-27,22:30:00,Toronto Maple Leafs,3,San Jose Sharks,4,OT,12507,2:21,,Thursday
2022-10-28,22:30:00,Winnipeg Jets,3,Arizona Coyotes,2,OT,4600,2:27,,Friday
2022-10-28,19:00:00,New York Islanders,6,Carolina Hurricanes,2,,18680,2:29,,Friday
2022-10-28,19:00:00,Boston Bruins,4,Columbus Blue Jackets,0,,16162,2:19,,Friday
2022-10-28,19:00:00,Colorado Avalanche,0,New Jersey Devils,1,,12502,2:21,,Friday
2022-10-28,22:00:00,Pittsburgh Penguins,1,Vancouver Canucks,5,,18528,2:26,,Friday
2022-10-28,18:00:00,Anaheim Ducks,0,Vegas Golden Knights,4,,18036,2:32,,Friday
2022-10-29,19:00:00,Chicago Blackhawks,3,Buffalo Sabres,4,OT,14547,2:31,,Saturday
2022-10-29,22:00:00,Edmonton Oilers,3,Calgary Flames,2,,19289,2:30,,Saturday
2022-10-29,14:00:00,New York Rangers,6,Dallas Stars,3,,18532,2:28,,Saturday
2022-10-29,19:00:00,Minnesota Wild,1,Detroit Red Wings,2,,17364,2:15,,Saturday
2022-10-29,16:00:00,Ottawa Senators,3,Florida Panthers,5,,15577,2:38,,Saturday
2022-10-29,19:00:00,Toronto Maple Leafs,2,Los Angeles Kings,4,,17530,2:28,,Saturday
2022-10-29,20:00:00,Washington Capitals,3,Nashville Predators,0,,17159,2:32,,Saturday
2022-10-29,19:30:00,Colorado Avalanche,4,New York Islanders,5,,17255,2:30,,Saturday
2022-10-29,19:00:00,Carolina Hurricanes,4,Philadelphia Flyers,3,OT,13335,2:40,,Saturday
2022-10-29,22:00:00,Pittsburgh Penguins,1,Seattle Kraken,3,,17151,2:33,,Saturday
2022-10-29,16:30:00,Tampa Bay Lightning,4,San Jose Sharks,3,,15122,2:17,,Saturday
2022-10-29,19:00:00,Montreal Canadiens,7,St. Louis Blues,4,,18096,2:27,,Saturday
2022-10-30,20:00:00,Toronto Maple Leafs,3,Anaheim Ducks,4,OT,16084,2:35,,Sunday
2022-10-30,20:00:00,New York Rangers,3,Arizona Coyotes,2,,4600,2:24,,Sunday
2022-10-30,19:00:00,Minnesota Wild,4,Chicago Blackhawks,3,SO,14149,2:43,,Sunday
2022-10-30,14:00:00,Columbus Blue Jackets,1,New Jersey Devils,7,,11547,2:28,,Sunday
2022-10-30,20:00:00,Winnipeg Jets,1,Vegas Golden Knights,2,OT,17824,2:31,,Sunday
2022-10-31,19:00:00,Detroit Red Wings,3,Buffalo Sabres,8,,9673,2:27,,Monday
2022-10-31,19:00:00,Washington Capitals,2,Carolina Hurricanes,3,SO,16211,2:41,,Monday
2022-10-31,20:00:00,Los Angeles Kings,5,St. Louis Blues,1,,17220,2:23,,Monday
2022-11-01,22:00:00,Florida Panthers,1,Arizona Coyotes,3,,4600,2:30,,Tuesday
2022-11-01,21:00:00,Seattle Kraken,5,Calgary Flames,4,,16803,2:33,,Tuesday
2022-11-01,20:30:00,New York Islanders,3,Chicago Blackhawks,1,,12523,2:25,,Tuesday
2022-11-01,20:30:00,Los Angeles Kings,2,Dallas Stars,5,,18374,2:28,,Tuesday
2022-11-01,21:00:00,Nashville Predators,4,Edmonton Oilers,7,,16812,2:37,,Tuesday
2022-11-01,20:00:00,Montreal Canadiens,1,Minnesota Wild,4,,16385,2:26,,Tuesday
2022-11-01,19:00:00,Philadelphia Flyers,0,New York Rangers,1,OT,17206,2:29,,Tuesday
2022-11-01,20:00:00,Boston Bruins,6,Pittsburgh Penguins,5,OT,17629,2:43,,Tuesday
2022-11-01,22:30:00,Anaheim Ducks,6,San Jose Sharks,5,SO,10058,2:42,,Tuesday
2022-11-01,19:00:00,Ottawa Senators,3,Tampa Bay Lightning,4,,19092,2:33,,Tuesday
2022-11-01,22:00:00,New Jersey Devils,5,Vancouver Canucks,2,,18548,2:24,,Tuesday
2022-11-01,19:00:00,Vegas Golden Knights,3,Washington Capitals,2,OT,18573,2:34,,Tuesday
2022-11-02,19:30:00,Pittsburgh Penguins,3,Buffalo Sabres,6,,12201,2:28,,Wednesday
2022-11-02,19:00:00,Philadelphia Flyers,2,Toronto Maple Leafs,5,,18437,2:36,,Wednesday
2022-11-03,22:00:00,Dallas Stars,7,Arizona Coyotes,2,,4600,2:25,,Thursday
2022-11-03,21:00:00,Nashville Predators,4,Calgary Flames,1,,16984,2:31,,Thursday
2022-11-03,20:30:00,Los Angeles Kings,1,Chicago Blackhawks,2,OT,16658,2:30,,Thursday
2022-11-03,19:00:00,Washington Capitals,1,Detroit Red Wings,3,,18527,2:25,,Thursday
2022-11-03,21:00:00,New Jersey Devils,4,Edmonton Oilers,3,,17021,2:22,,Thursday
2022-11-03,20:00:00,Seattle Kraken,4,Minnesota Wild,0,,17221,2:19,,Thursday
2022-11-03,19:30:00,Boston Bruins,5,New York Rangers,2,,18006,2:21,,Thursday
2022-11-03,19:00:00,Vegas Golden Knights,5,Ottawa Senators,4,,16043,2:34,,Thursday
2022-11-03,22:30:00,Florida Panthers,4,San Jose Sharks,3,SO,10182,2:42,,Thursday
2022-11-03,20:00:00,New York Islanders,5,St. Louis Blues,2,,18096,2:33,,Thursday
2022-11-03,19:00:00,Carolina Hurricanes,4,Tampa Bay Lightning,3,SO,19092,3:01,,Thursday
2022-11-03,22:00:00,Anaheim Ducks,5,Vancouver Canucks,8,,18760,2:34,,Thursday
2022-11-03,20:00:00,Montreal Canadiens,2,Winnipeg Jets,3,OT,13729,2:27,,Thursday
2022-11-04,19:00:00,Buffalo Sabres,3,Carolina Hurricanes,5,,18727,2:32,,Friday
2022-11-04,14:00:00,Columbus Blue Jackets,3,Colorado Avalanche,6,,12882,2:40,"at Nokia Arena (Tampere, FI)",Friday
2022-11-05,14:00:00,Colorado Avalanche,5,Columbus Blue Jackets,1,,12897,2:27,"at Nokia Arena (Tampere, FI)",Saturday
2022-11-05,22:00:00,New Jersey Devils,4,Calgary Flames,3,OT,17386,2:38,,Saturday
2022-11-05,13:00:00,New York Islanders,0,Detroit Red Wings,3,,19515,2:22,,Saturday
2022-11-05,16:00:00,Dallas Stars,6,Edmonton Oilers,2,,17067,2:25,,Saturday
2022-11-05,22:30:00,Florida Panthers,4,Los Angeles Kings,5,,16161,2:44,,Saturday
2022-11-05,19:00:00,Vegas Golden Knights,6,Montreal Canadiens,4,,21105,2:27,,Saturday
2022-11-05,19:00:00,Philadelphia Flyers,2,Ottawa Senators,1,,16722,2:29,,Saturday
2022-11-05,19:00:00,Seattle Kraken,3,Pittsburgh Penguins,2,,18302,2:10,,Saturday
2022-11-05,22:30:00,Anaheim Ducks,5,San Jose Sharks,4,SO,17562,2:47,,Saturday
2022-11-05,19:00:00,Buffalo Sabres,3,Tampa Bay Lightning,5,,19092,2:35,,Saturday
2022-11-05,19:00:00,Boston Bruins,1,Toronto Maple Leafs,2,,18926,2:14,,Saturday
2022-11-05,22:00:00,Nashville Predators,4,Vancouver Canucks,3,SO,18855,2:46,,Saturday
2022-11-05,15:00:00,Chicago Blackhawks,0,Winnipeg Jets,4,,13210,2:24,,Saturday
2022-11-05,19:00:00,Arizona Coyotes,3,Washington Capitals,2,,18573,2:30,,Saturday
2022-11-06,21:00:00,Florida Panthers,5,Anaheim Ducks,3,,15174,2:30,,Sunday
2022-11-06,17:00:00,Toronto Maple Leafs,3,Carolina Hurricanes,1,,18463,2:23,,Sunday
2022-11-06,17:00:00,Detroit Red Wings,3,New York Rangers,2,OT,18006,2:33,,Sunday
2022-11-07,19:00:00,St. Louis Blues,1,Boston Bruins,3,,17850,2:25,,Monday
2022-11-07,19:00:00,Calgary Flames,3,New York Islanders,4,OT,15722,2:33,,Monday
2022-11-07,20:00:00,Edmonton Oilers,4,Washington Capitals,5,,18573,2:34,,Monday
2022-11-08,19:00:00,Arizona Coyotes,4,Buffalo Sabres,1,,10296,2:47,,Tuesday
2022-11-08,19:00:00,Montreal Canadiens,3,Detroit Red Wings,2,SO,17033,2:38,,Tuesday
2022-11-08,22:30:00,Minnesota Wild,0,Los Angeles Kings,1,,13558,2:23,,Tuesday
2022-11-08,19:00:00,Calgary Flames,2,New Jersey Devils,3,,13096,2:32,,Tuesday
2022-11-08,19:00:00,New York Islanders,4,New York Rangers,3,,18006,2:31,,Tuesday
2022-11-08,19:00:00,Vancouver Canucks,6,Ottawa Senators,4,,13351,2:22,,Tuesday
2022-11-08,19:00:00,St. Louis Blues,1,Philadelphia Flyers,5,,15228,2:25,,Tuesday
2022-11-08,22:00:00,Nashville Predators,1,Seattle Kraken,5,,17151,2:18,,Tuesday
2022-11-08,19:30:00,Edmonton Oilers,3,Tampa Bay Lightning,2,,19092,2:40,,Tuesday
2022-11-08,19:00:00,Vegas Golden Knights,4,Toronto Maple Leafs,3,OT,18459,2:22,,Tuesday
2022-11-08,20:00:00,Dallas Stars,1,Winnipeg Jets,5,,13847,2:19,,Tuesday
2022-11-09,22:00:00,Minnesota Wild,4,Anaheim Ducks,1,,14803,2:30,,Wednesday
2022-11-09,19:00:00,Carolina Hurricanes,0,Florida Panthers,3,,13225,2:25,,Wednesday
2022-11-09,19:30:00,Vancouver Canucks,2,Montreal Canadiens,5,,21105,2:24,,Wednesday
2022-11-09,19:30:00,Pittsburgh Penguins,4,Washington Capitals,1,,18573,2:25,,Wednesday
2022-11-10,19:00:00,Calgary Flames,1,Boston Bruins,3,,17850,2:28,,Thursday
2022-11-10,19:00:00,Vegas Golden Knights,7,Buffalo Sabres,4,,15757,2:37,,Thursday
2022-11-10,19:00:00,Edmonton Oilers,2,Carolina Hurricanes,7,,18118,2:22,,Thursday
2022-11-10,19:00:00,Philadelphia Flyers,2,Columbus Blue Jackets,5,,15490,2:37,,Thursday
2022-11-10,21:00:00,Nashville Predators,3,Colorado Avalanche,5,,18134,2:34,,Thursday
2022-11-10,19:00:00,New York Rangers,8,Detroit Red Wings,2,,18869,2:20,,Thursday
2022-11-10,22:30:00,Chicago Blackhawks,1,Los Angeles Kings,2,OT,16443,2:33,,Thursday
2022-11-10,19:00:00,Ottawa Senators,3,New Jersey Devils,4,OT,13806,2:35,,Thursday
2022-11-10,19:30:00,Arizona Coyotes,2,New York Islanders,0,,17255,2:28,,Thursday
2022-11-10,20:00:00,San Jose Sharks,3,St. Louis Blues,5,,18096,2:24,,Thursday
2022-11-11,20:30:00,San Jose Sharks,5,Dallas Stars,4,,18532,2:31,,Friday
2022-11-11,22:00:00,Minnesota Wild,1,Seattle Kraken,0,,17151,2:22,,Friday
2022-11-11,19:00:00,Pittsburgh Penguins,4,Toronto Maple Leafs,2,,19229,2:19,,Friday
2022-11-11,19:00:00,Tampa Bay Lightning,1,Washington Capitals,5,,18573,2:29,,Friday
2022-11-12,22:00:00,Chicago Blackhawks,3,Anaheim Ducks,2,,15184,2:32,,Saturday
2022-11-12,19:00:00,Boston Bruins,3,Buffalo Sabres,1,,19070,2:28,,Saturday
2022-11-12,22:00:00,Winnipeg Jets,2,Calgary Flames,3,,18501,2:33,,Saturday
2022-11-12,21:00:00,Carolina Hurricanes,1,Colorado Avalanche,4,,18127,2:21,,Saturday
2022-11-12,16:00:00,Edmonton Oilers,4,Florida Panthers,2,,16579,2:24,,Saturday
2022-11-12,22:30:00,Detroit Red Wings,3,Los Angeles Kings,4,,18230,2:26,,Saturday
2022-11-12,19:00:00,Pittsburgh Penguins,4,Montreal Canadiens,5,OT,21105,2:35,,Saturday
2022-11-12,19:00:00,Arizona Coyotes,2,New Jersey Devils,4,,16514,2:30,,Saturday
2022-11-12,20:00:00,New York Rangers,1,Nashville Predators,2,,17169,2:25,,Saturday
2022-11-12,19:30:00,Columbus Blue Jackets,3,New York Islanders,4,OT,17255,2:26,,Saturday
2022-11-12,13:00:00,Ottawa Senators,4,Philadelphia Flyers,1,,16912,2:28,,Saturday
2022-11-12,19:00:00,Vancouver Canucks,2,Toronto Maple Leafs,3,,19497,2:18,,Saturday
2022-11-12,22:00:00,St. Louis Blues,3,Vegas Golden Knights,2,,18343,2:28,,Saturday
2022-11-13,18:00:00,Vancouver Canucks,2,Boston Bruins,5,,17850,2:30,,Sunday
2022-11-13,18:00:00,San Jose Sharks,3,Minnesota Wild,2,SO,17105,2:34,,Sunday
2022-11-13,19:00:00,Arizona Coyotes,1,New York Rangers,4,,18006,2:25,,Sunday
2022-11-13,13:00:00,Dallas Stars,5,Philadelphia Flyers,1,,16898,2:24,,Sunday
2022-11-13,20:00:00,Winnipeg Jets,3,Seattle Kraken,2,OT,17151,2:28,,Sunday
2022-11-13,19:00:00,Washington Capitals,3,Tampa Bay Lightning,6,,19092,2:41,,Sunday
2022-11-14,20:30:00,Los Angeles Kings,5,Calgary Flames,6,,17308,2:32,,Monday
2022-11-14,20:30:00,Carolina Hurricanes,3,Chicago Blackhawks,0,,15676,2:23,,Monday
2022-11-14,21:00:00,St. Louis Blues,3,Colorado Avalanche,2,,18104,2:30,,Monday
2022-11-14,17:30:00,New York Islanders,4,Ottawa Senators,2,,13408,2:28,,Monday
2022-11-15,22:00:00,Detroit Red Wings,2,Anaheim Ducks,3,OT,15198,2:34,,Tuesday
2022-11-15,19:00:00,Vancouver Canucks,5,Buffalo Sabres,4,,11130,2:27,,Tuesday
2022-11-15,19:30:00,Philadelphia Flyers,4,Columbus Blue Jackets,5,OT,15713,2:34,,Tuesday
2022-11-15,19:00:00,Washington Capitals,2,Florida Panthers,5,,13813,2:29,,Tuesday
2022-11-15,19:00:00,New Jersey Devils,5,Montreal Canadiens,1,,20753,2:32,,Tuesday
2022-11-15,20:00:00,Minnesota Wild,1,Nashville Predators,2,,17159,2:32,,Tuesday
2022-11-15,19:00:00,Toronto Maple Leafs,5,Pittsburgh Penguins,2,,17035,2:21,,Tuesday
2022-11-15,19:00:00,Dallas Stars,4,Tampa Bay Lightning,5,OT,19092,2:49,,Tuesday
2022-11-15,22:00:00,San Jose Sharks,5,Vegas Golden Knights,2,,17899,2:25,,Tuesday
2022-11-16,19:30:00,St. Louis Blues,5,Chicago Blackhawks,2,,16284,2:18,,Wednesday
2022-11-16,22:00:00,Los Angeles Kings,3,Edmonton Oilers,1,,16943,2:28,,Wednesday
2022-11-16,19:00:00,Buffalo Sabres,1,Ottawa Senators,4,,13558,2:32,,Wednesday
2022-11-17,19:00:00,Philadelphia Flyers,1,Boston Bruins,4,,17850,2:30,,Thursday
2022-11-17,19:00:00,Colorado Avalanche,3,Carolina Hurricanes,2,OT,18680,2:33,,Thursday
2022-11-17,19:00:00,Montreal Canadiens,4,Columbus Blue Jackets,6,,14914,2:36,,Thursday
2022-11-17,19:00:00,Dallas Stars,6,Florida Panthers,4,,14428,2:38,,Thursday
2022-11-17,20:00:00,Pittsburgh Penguins,6,Minnesota Wild,4,,18224,2:28,,Thursday
2022-11-17,20:00:00,New York Islanders,4,Nashville Predators,5,,17159,2:25,,Thursday
2022-11-17,22:00:00,New York Rangers,2,Seattle Kraken,3,OT,17151,2:28,,Thursday
2022-11-17,22:30:00,Detroit Red Wings,7,San Jose Sharks,4,,14134,2:19,,Thursday
2022-11-17,20:00:00,Washington Capitals,4,St. Louis Blues,5,SO,18096,2:50,,Thursday
2022-11-17,19:00:00,Calgary Flames,1,Tampa Bay Lightning,4,,19092,2:38,,Thursday
2022-11-17,19:00:00,New Jersey Devils,3,Toronto Maple Leafs,2,OT,18189,2:22,,Thursday
2022-11-17,22:00:00,Arizona Coyotes,1,Vegas Golden Knights,4,,17708,2:27,,Thursday
2022-11-17,20:00:00,Anaheim Ducks,2,Winnipeg Jets,3,,14278,2:24,,Thursday
