Date,Time,Visitor,G_Visitor,Home,G_Home,OT_SO,Attendance,LOG,Notes,Day
2021-01-21,19:00:00,Philadelphia Flyers,4,Boston Bruins,5,SO,,2:46,,Thursday
2021-01-21,19:00:00,Tampa Bay Lightning,3,Columbus Blue Jackets,2,OT,,2:29,,Thursday
2021-01-21,22:00:00,Colorado Avalanche,2,Los Angeles Kings,4,,,2:25,,Thursday
2021-01-21,19:00:00,New Jersey Devils,1,New York Islanders,4,,,2:25,,Thursday
2021-01-21,19:00:00,Winnipeg Jets,4,Ottawa Senators,1,,,2:25,,Thursday
2021-01-21,21:30:00,Montreal Canadiens,7,Vancouver Canucks,3,,,2:31,,Thursday
2021-01-22,22:00:00,Colorado Avalanche,3,Anaheim Ducks,2,OT,,2:35,,Friday
2021-01-22,21:00:00,Vegas Golden Knights,2,Arizona Coyotes,5,,2712.0,2:21,,Friday
2021-01-22,20:00:00,Detroit Red Wings,1,Chicago Blackhawks,4,,,2:17,,Friday
2021-01-22,20:30:00,Nashville Predators,0,Dallas Stars,7,,4214.0,2:32,,Friday
2021-01-22,20:00:00,San Jose Sharks,1,Minnesota Wild,4,,,2:28,,Friday
2021-01-22,19:00:00,New York Rangers,3,Pittsburgh Penguins,4,SO,,2:27,,Friday
2021-01-22,19:00:00,Edmonton Oilers,2,Toronto Maple Leafs,4,,,2:21,,Friday
2021-01-22,19:00:00,Buffalo Sabres,3,Washington Capitals,4,SO,,2:39,,Friday
2021-01-23,19:00:00,Philadelphia Flyers,1,Boston Bruins,6,,,2:26,,Saturday
2021-01-23,14:00:00,Tampa Bay Lightning,2,Columbus Blue Jackets,5,,,2:26,,Saturday
2021-01-23,20:00:00,Los Angeles Kings,2,St. Louis Blues,4,,,2:27,,Saturday
2021-01-23,19:00:00,Montreal Canadiens,5,Vancouver Canucks,2,,,2:29,,Saturday
2021-01-23,22:00:00,Ottawa Senators,3,Winnipeg Jets,6,,,2:27,,Saturday
2021-01-24,20:00:00,Colorado Avalanche,1,Anaheim Ducks,3,,,2:19,,Sunday
2021-01-24,16:00:00,Vegas Golden Knights,1,Arizona Coyotes,0,,2672.0,2:17,,Sunday
2021-01-24,16:00:00,Toronto Maple Leafs,3,Calgary Flames,2,,,2:22,,Sunday
2021-01-24,12:30:00,Detroit Red Wings,2,Chicago Blackhawks,6,,,2:11,,Sunday
2021-01-24,20:00:00,Nashville Predators,2,Dallas Stars,3,,4056.0,2:28,,Sunday
2021-01-24,20:00:00,San Jose Sharks,5,Minnesota Wild,3,,,2:36,,Sunday
2021-01-24,19:00:00,New York Islanders,0,New Jersey Devils,2,,,2:24,,Sunday
2021-01-24,19:00:00,New York Rangers,2,Pittsburgh Penguins,3,,,2:25,,Sunday
2021-01-24,20:00:00,Los Angeles Kings,6,St. Louis Blues,3,,,2:28,,Sunday
2021-01-24,21:00:00,Edmonton Oilers,4,Winnipeg Jets,3,,,2:27,,Sunday
2021-01-24,15:00:00,Buffalo Sabres,4,Washington Capitals,3,SO,,2:44,,Sunday
2021-01-25,22:00:00,Ottawa Senators,1,Vancouver Canucks,7,,,2:30,,Monday
2021-01-26,21:00:00,Anaheim Ducks,1,Arizona Coyotes,0,,1808.0,2:25,,Tuesday
2021-01-26,19:00:00,Pittsburgh Penguins,2,Boston Bruins,3,OT,,2:40,,Tuesday
2021-01-26,19:00:00,New York Rangers,2,Buffalo Sabres,3,,,2:22,,Tuesday
2021-01-26,19:00:00,Florida Panthers,4,Columbus Blue Jackets,3,SO,,2:29,,Tuesday
2021-01-26,21:00:00,Toronto Maple Leafs,4,Calgary Flames,3,,,2:24,,Tuesday
2021-01-26,21:00:00,San Jose Sharks,3,Colorado Avalanche,7,,,2:32,,Tuesday
2021-01-26,20:30:00,Detroit Red Wings,1,Dallas Stars,2,OT,4109.0,2:26,,Tuesday
2021-01-26,20:00:00,Los Angeles Kings,2,Minnesota Wild,1,,,2:22,,Tuesday
2021-01-26,19:00:00,Philadelphia Flyers,5,New Jersey Devils,3,,,2:24,,Tuesday
2021-01-26,20:00:00,Chicago Blackhawks,2,Nashville Predators,3,OT,,2:28,,Tuesday
2021-01-26,21:00:00,St. Louis Blues,5,Vegas Golden Knights,4,SO,,2:41,,Tuesday
2021-01-26,20:00:00,Edmonton Oilers,4,Winnipeg Jets,6,,,2:21,,Tuesday
2021-01-26,19:00:00,New York Islanders,2,Washington Capitals,3,,,2:25,,Tuesday
2021-01-27,19:30:00,Chicago Blackhawks,1,Nashville Predators,2,SO,,2:24,,Wednesday
2021-01-27,20:00:00,Ottawa Senators,1,Vancouver Canucks,5,,,2:22,,Wednesday
2021-01-28,21:00:00,Anaheim Ducks,2,Arizona Coyotes,3,,2252.0,2:25,,Thursday
2021-01-28,19:00:00,Pittsburgh Penguins,1,Boston Bruins,4,,,2:15,,Thursday
2021-01-28,19:00:00,New York Rangers,3,Buffalo Sabres,2,OT,,2:28,,Thursday
2021-01-28,19:00:00,Tampa Bay Lightning,0,Carolina Hurricanes,1,OT,,2:23,,Thursday
2021-01-28,19:00:00,Florida Panthers,2,Columbus Blue Jackets,3,SO,,2:30,,Thursday
2021-01-28,21:00:00,San Jose Sharks,0,Colorado Avalanche,3,,,2:25,,Thursday
2021-01-28,20:30:00,Detroit Red Wings,3,Dallas Stars,7,,4214.0,2:27,,Thursday
2021-01-28,22:00:00,Toronto Maple Leafs,4,Edmonton Oilers,3,,,2:22,,Thursday
2021-01-28,20:00:00,Los Angeles Kings,3,Minnesota Wild,5,,,2:32,,Thursday
2021-01-28,19:00:00,Calgary Flames,2,Montreal Canadiens,4,,,2:27,,Thursday
2021-01-28,19:00:00,Philadelphia Flyers,3,New Jersey Devils,1,,,2:19,,Thursday
2021-01-28,22:00:00,Ottawa Senators,1,Vancouver Canucks,4,,,2:20,,Thursday
2021-01-28,19:00:00,New York Islanders,3,Washington Capitals,6,,,2:28,,Thursday
2021-01-29,20:00:00,Columbus Blue Jackets,2,Chicago Blackhawks,1,,,2:16,,Friday
2021-01-30,21:00:00,St. Louis Blues,6,Anaheim Ducks,1,,,2:19,,Saturday
2021-01-30,13:00:00,New Jersey Devils,3,Buffalo Sabres,4,SO,,2:39,,Saturday
2021-01-30,19:00:00,Dallas Stars,1,Carolina Hurricanes,4,,,2:33,,Saturday
2021-01-30,19:00:00,Florida Panthers,3,Detroit Red Wings,2,OT,,2:30,,Saturday
2021-01-30,19:00:00,Toronto Maple Leafs,3,Edmonton Oilers,4,OT,,2:31,,Saturday
2021-01-30,20:00:00,Colorado Avalanche,5,Minnesota Wild,1,,,2:31,,Saturday
2021-01-30,19:00:00,Calgary Flames,2,Montreal Canadiens,0,,,2:31,,Saturday
2021-01-30,19:00:00,Pittsburgh Penguins,5,New York Rangers,4,OT,,2:27,,Saturday
2021-01-30,19:00:00,New York Islanders,2,Philadelphia Flyers,3,OT,,2:19,,Saturday
2021-01-30,19:00:00,Nashville Predators,3,Tampa Bay Lightning,4,,,2:35,,Saturday
2021-01-30,22:00:00,Vancouver Canucks,4,Winnipeg Jets,1,,,2:22,,Saturday
2021-01-30,19:00:00,Boston Bruins,3,Washington Capitals,4,OT,,2:28,,Saturday
2021-01-31,20:00:00,St. Louis Blues,4,Anaheim Ducks,1,,,2:23,,Sunday
2021-01-31,13:00:00,New Jersey Devils,5,Buffalo Sabres,3,,,2:24,,Sunday
2021-01-31,17:00:00,Dallas Stars,3,Carolina Hurricanes,4,SO,,2:42,,Sunday
2021-01-31,19:00:00,Columbus Blue Jackets,1,Chicago Blackhawks,3,,,2:15,,Sunday
2021-01-31,17:00:00,Florida Panthers,3,Detroit Red Wings,2,,,2:29,,Sunday
2021-01-31,21:00:00,Ottawa Senators,5,Edmonton Oilers,8,,,2:33,,Sunday
2021-01-31,20:00:00,Colorado Avalanche,3,Minnesota Wild,4,OT,,2:31,,Sunday
2021-01-31,19:00:00,New York Islanders,3,Philadelphia Flyers,4,OT,,2:25,,Sunday
2021-02-01,19:00:00,Vancouver Canucks,2,Montreal Canadiens,6,,,2:20,,Monday
2021-02-01,19:00:00,Pittsburgh Penguins,1,New York Rangers,3,,,2:20,,Monday
2021-02-01,19:00:00,Nashville Predators,2,Tampa Bay Lightning,5,,,2:25,,Monday
2021-02-01,20:00:00,Calgary Flames,4,Winnipeg Jets,3,SO,,2:18,,Monday
2021-02-01,19:00:00,Boston Bruins,5,Washington Capitals,3,,,2:27,,Monday
2021-02-02,19:00:00,Dallas Stars,6,Columbus Blue Jackets,3,,,2:21,,Tuesday
2021-02-02,20:00:00,Carolina Hurricanes,4,Chicago Blackhawks,3,SO,,2:34,,Tuesday
2021-02-02,20:30:00,Minnesota Wild,1,Colorado Avalanche,2,,,2:29,,Tuesday
2021-02-02,22:00:00,Ottawa Senators,2,Edmonton Oilers,4,,,2:26,,Tuesday
2021-02-02,22:00:00,Anaheim Ducks,3,Los Angeles Kings,1,,,2:19,,Tuesday
2021-02-02,19:00:00,Vancouver Canucks,3,Montreal Canadiens,5,,,2:28,,Tuesday
2021-02-02,20:00:00,Arizona Coyotes,3,St. Louis Blues,4,,,2:30,,Tuesday
2021-02-02,20:00:00,Calgary Flames,2,Winnipeg Jets,3,,,2:17,,Tuesday
2021-02-03,20:00:00,Boston Bruins,4,Philadelphia Flyers,3,OT,,2:27,,Wednesday
2021-02-03,17:30:00,Detroit Red Wings,1,Tampa Bay Lightning,5,,,2:18,,Wednesday
2021-02-04,19:00:00,Dallas Stars,3,Columbus Blue Jackets,4,,,2:24,,Thursday
2021-02-04,20:00:00,Carolina Hurricanes,4,Chicago Blackhawks,6,,,2:32,,Thursday
2021-02-04,19:00:00,Nashville Predators,6,Florida Panthers,5,OT,3698.0,2:39,,Thursday
2021-02-04,19:00:00,Ottawa Senators,3,Montreal Canadiens,2,,,2:26,,Thursday
2021-02-04,19:00:00,Washington Capitals,2,New York Rangers,4,,,2:27,,Thursday
2021-02-04,20:00:00,Arizona Coyotes,4,St. Louis Blues,3,,,2:22,,Thursday
2021-02-04,19:00:00,Vancouver Canucks,3,Toronto Maple Leafs,7,,,2:25,,Thursday
2021-02-04,20:00:00,Calgary Flames,1,Winnipeg Jets,4,,,2:17,,Thursday
2021-02-05,22:00:00,San Jose Sharks,5,Anaheim Ducks,4,SO,,2:41,,Friday
2021-02-05,19:00:00,Nashville Predators,1,Florida Panthers,2,,,2:33,,Friday
2021-02-05,19:00:00,Boston Bruins,2,Philadelphia Flyers,1,,,2:30,,Friday
2021-02-05,19:00:00,Detroit Red Wings,1,Tampa Bay Lightning,3,,,2:21,,Friday
2021-02-05,22:00:00,Los Angeles Kings,2,Vegas Golden Knights,5,,,2:31,,Friday
2021-02-06,22:00:00,San Jose Sharks,1,Anaheim Ducks,2,SO,,2:36,,Saturday
2021-02-06,22:00:00,Edmonton Oilers,4,Calgary Flames,6,,,2:33,,Saturday
2021-02-06,19:00:00,Pittsburgh Penguins,3,New York Islanders,4,,,2:15,,Saturday
2021-02-06,13:00:00,Montreal Canadiens,2,Ottawa Senators,1,,,2:28,,Saturday
2021-02-06,15:00:00,Arizona Coyotes,3,St. Louis Blues,1,,,2:21,,Saturday
2021-02-06,19:00:00,Vancouver Canucks,1,Toronto Maple Leafs,5,,,2:25,,Saturday
2021-02-07,15:00:00,Carolina Hurricanes,6,Columbus Blue Jackets,5,,,2:33,,Sunday
2021-02-07,15:00:00,Chicago Blackhawks,2,Dallas Stars,1,OT,4203.0,2:29,,Sunday
2021-02-07,15:00:00,Detroit Red Wings,4,Florida Panthers,1,,3706.0,2:26,,Sunday
2021-02-07,15:00:00,Los Angeles Kings,3,Vegas Golden Knights,4,,,2:21,,Sunday
2021-02-07,12:00:00,Philadelphia Flyers,7,Washington Capitals,4,,,2:18,,Sunday
2021-02-08,19:00:00,Carolina Hurricanes,2,Columbus Blue Jackets,3,,,2:29,,Monday
2021-02-08,20:00:00,Tampa Bay Lightning,4,Nashville Predators,1,,,2:28,,Monday
2021-02-08,19:00:00,New York Islanders,2,New York Rangers,0,,,2:16,,Monday
2021-02-08,19:00:00,Edmonton Oilers,3,Ottawa Senators,1,,,2:25,,Monday
2021-02-08,20:00:00,Arizona Coyotes,4,St. Louis Blues,3,SO,,2:42,,Monday
2021-02-08,19:00:00,Vancouver Canucks,1,Toronto Maple Leafs,3,,,2:18,,Monday
2021-02-09,22:00:00,Winnipeg Jets,2,Calgary Flames,3,,,2:22,,Tuesday
2021-02-09,20:30:00,Chicago Blackhawks,2,Dallas Stars,1,OT,4059.0,2:22,,Tuesday
2021-02-09,19:00:00,Detroit Red Wings,1,Florida Panthers,2,,3477.0,2:14,,Tuesday
2021-02-09,22:00:00,San Jose Sharks,4,Los Angeles Kings,3,SO,,2:30,,Tuesday
2021-02-09,20:30:00,Tampa Bay Lightning,6,Nashville Predators,1,,,2:33,,Tuesday
2021-02-09,19:00:00,Edmonton Oilers,3,Ottawa Senators,2,,,2:26,,Tuesday
2021-02-09,22:00:00,Anaheim Ducks,4,Vegas Golden Knights,5,,,2:23,,Tuesday
2021-02-10,19:30:00,Toronto Maple Leafs,4,Montreal Canadiens,2,,,2:23,,Wednesday
2021-02-10,19:00:00,Boston Bruins,3,New York Rangers,2,OT,,2:32,,Wednesday
2021-02-11,20:00:00,Columbus Blue Jackets,6,Chicago Blackhawks,5,,,2:19,,Thursday
2021-02-11,20:30:00,Carolina Hurricanes,5,Dallas Stars,3,,3687.0,2:41,,Thursday
2021-02-11,19:00:00,Tampa Bay Lightning,2,Florida Panthers,5,,3808.0,2:21,,Thursday
2021-02-11,22:00:00,San Jose Sharks,2,Los Angeles Kings,6,,,2:24,,Thursday
2021-02-11,20:00:00,Edmonton Oilers,3,Montreal Canadiens,0,,,2:21,,Thursday
2021-02-11,20:00:00,Detroit Red Wings,2,Nashville Predators,3,,,2:22,,Thursday
2021-02-11,19:00:00,Pittsburgh Penguins,4,New York Islanders,3,SO,,2:40,,Thursday
2021-02-11,22:00:00,Calgary Flames,3,Vancouver Canucks,1,,,2:26,,Thursday
2021-02-11,22:00:00,Anaheim Ducks,1,Vegas Golden Knights,0,,,2:11,,Thursday
2021-02-11,20:00:00,Ottawa Senators,1,Winnipeg Jets,5,,,2:16,,Thursday
2021-02-12,21:00:00,St. Louis Blues,4,Arizona Coyotes,1,,2457.0,2:29,,Friday
2021-02-12,19:00:00,Boston Bruins,1,New York Rangers,0,,,2:30,,Friday
2021-02-13,20:00:00,St. Louis Blues,5,Arizona Coyotes,4,OT,3237.0,2:34,,Saturday
2021-02-13,20:00:00,Columbus Blue Jackets,2,Chicago Blackhawks,3,OT,,2:20,,Saturday
2021-02-13,20:00:00,Carolina Hurricanes,4,Dallas Stars,3,SO,4071.0,2:43,,Saturday
2021-02-13,19:00:00,Tampa Bay Lightning,6,Florida Panthers,1,,4509.0,2:32,,Saturday
2021-02-13,20:00:00,Detroit Red Wings,4,Nashville Predators,2,,,2:20,,Saturday
2021-02-13,19:00:00,Boston Bruins,2,New York Islanders,4,,,2:30,,Saturday
2021-02-13,16:00:00,Vegas Golden Knights,3,San Jose Sharks,1,,,2:27,,Saturday
2021-02-13,19:00:00,Montreal Canadiens,2,Toronto Maple Leafs,1,,,2:12,,Saturday
2021-02-13,22:00:00,Calgary Flames,1,Vancouver Canucks,3,,,2:25,,Saturday
2021-02-13,15:00:00,Ottawa Senators,2,Winnipeg Jets,1,,,2:17,,Saturday
2021-02-14,15:00:00,Washington Capitals,3,Pittsburgh Penguins,6,,,2:30,,Sunday
2021-02-14,19:00:00,Colorado Avalanche,0,Vegas Golden Knights,1,,,2:23,,Sunday
2021-02-15,16:00:00,St. Louis Blues,0,Arizona Coyotes,1,,2554.0,2:21,,Monday
2021-02-15,19:00:00,New York Islanders,3,Buffalo Sabres,1,,,2:19,,Monday
2021-02-15,19:00:00,Columbus Blue Jackets,3,Carolina Hurricanes,7,,,2:37,,Monday
2021-02-15,19:30:00,Chicago Blackhawks,3,Detroit Red Wings,2,OT,,2:23,,Monday
2021-02-15,21:00:00,Winnipeg Jets,6,Edmonton Oilers,5,,,2:24,,Monday
2021-02-15,22:30:00,Anaheim Ducks,2,San Jose Sharks,3,,,2:23,,Monday
2021-02-15,19:00:00,Florida Panthers,6,Tampa Bay Lightning,4,,100.0,2:35,,Monday
2021-02-15,19:00:00,Ottawa Senators,6,Toronto Maple Leafs,5,OT,,2:40,,Monday
2021-02-15,22:00:00,Calgary Flames,4,Vancouver Canucks,3,OT,,2:32,,Monday
2021-02-16,19:00:00,New York Islanders,3,Buffalo Sabres,0,,,2:27,,Tuesday
2021-02-16,22:00:00,Minnesota Wild,0,Los Angeles Kings,4,,,2:31,,Tuesday
2021-02-16,19:00:00,New Jersey Devils,5,New York Rangers,2,,,2:35,,Tuesday
2021-02-16,19:00:00,Washington Capitals,3,Pittsburgh Penguins,1,,,2:22,,Tuesday
2021-02-16,22:00:00,Colorado Avalanche,3,Vegas Golden Knights,2,,,2:23,,Tuesday
2021-02-17,17:00:00,Florida Panthers,4,Carolina Hurricanes,3,OT,,2:33,,Wednesday
2021-02-17,22:00:00,Vancouver Canucks,5,Calgary Flames,1,,,2:20,,Wednesday
2021-02-17,19:30:00,Chicago Blackhawks,2,Detroit Red Wings,0,,,2:12,,Wednesday
2021-02-17,22:00:00,Winnipeg Jets,2,Edmonton Oilers,3,,,2:25,,Wednesday
2021-02-17,19:00:00,Ottawa Senators,1,Toronto Maple Leafs,2,,,2:22,,Wednesday
2021-02-18,22:00:00,Minnesota Wild,3,Anaheim Ducks,1,,,2:26,,Thursday
2021-02-18,21:00:00,Los Angeles Kings,3,Arizona Coyotes,2,SO,2281.0,2:35,,Thursday
2021-02-18,19:00:00,New Jersey Devils,3,Boston Bruins,2,,,2:28,,Thursday
2021-02-18,19:00:00,Nashville Predators,0,Columbus Blue Jackets,3,,,2:23,,Thursday
2021-02-18,19:00:00,New York Rangers,3,Philadelphia Flyers,2,SO,,2:41,,Thursday
2021-02-18,19:00:00,New York Islanders,1,Pittsburgh Penguins,4,,,2:22,,Thursday
2021-02-18,20:00:00,San Jose Sharks,2,St. Louis Blues,3,OT,,2:30,,Thursday
2021-02-18,19:00:00,Ottawa Senators,3,Toronto Maple Leafs,7,,,2:23,,Thursday
2021-02-18,19:00:00,Buffalo Sabres,1,Washington Capitals,3,,,2:12,,Thursday
2021-02-19,19:00:00,Chicago Blackhawks,3,Carolina Hurricanes,5,,,2:24,,Friday
2021-02-19,21:00:00,Edmonton Oilers,2,Calgary Flames,1,,,2:12,,Friday
2021-02-19,19:00:00,Florida Panthers,7,Detroit Red Wings,2,,,2:30,,Friday
2021-02-19,22:00:00,Winnipeg Jets,2,Vancouver Canucks,0,,,2:21,,Friday
2021-02-20,21:00:00,Minnesota Wild,5,Anaheim Ducks,1,,,2:26,,Saturday
2021-02-20,19:00:00,Los Angeles Kings,4,Arizona Coyotes,2,,3187.0,2:18,,Saturday
2021-02-20,19:00:00,Tampa Bay Lightning,0,Carolina Hurricanes,4,,,2:20,,Saturday
2021-02-20,19:00:00,Nashville Predators,4,Columbus Blue Jackets,2,,,2:31,,Saturday
2021-02-20,15:00:00,Vegas Golden Knights,2,Colorado Avalanche,3,,,0:35,NHL Outdoors at Lake Tahoe,Saturday
2021-02-20,17:00:00,Florida Panthers,1,Detroit Red Wings,2,,,2:28,,Saturday
2021-02-20,22:00:00,Calgary Flames,1,Edmonton Oilers,7,,,2:35,,Saturday
2021-02-20,19:00:00,Toronto Maple Leafs,5,Montreal Canadiens,3,,,2:29,,Saturday
2021-02-20,12:30:00,Buffalo Sabres,3,New Jersey Devils,2,,,2:21,,Saturday
2021-02-20,19:00:00,New York Islanders,2,Pittsburgh Penguins,3,,,2:20,,Saturday
2021-02-20,19:00:00,San Jose Sharks,5,St. Louis Blues,4,,,2:30,,Saturday
2021-02-20,12:30:00,New York Rangers,4,Washington Capitals,1,,,2:25,,Saturday
2021-02-21,19:30:00,Philadelphia Flyers,3,Boston Bruins,7,,,2:28,NHL Outdoors at Lake Tahoe,Sunday
2021-02-21,19:00:00,Montreal Canadiens,2,Ottawa Senators,3,OT,,2:34,,Sunday
2021-02-21,22:00:00,Winnipeg Jets,4,Vancouver Canucks,3,OT,,2:26,,Sunday
2021-02-21,14:00:00,New Jersey Devils,3,Washington Capitals,4,,,2:28,,Sunday
2021-02-22,21:00:00,Anaheim Ducks,3,Arizona Coyotes,4,,2346.0,2:47,,Monday
2021-02-22,19:00:00,Tampa Bay Lightning,4,Carolina Hurricanes,2,,,2:33,,Monday
2021-02-22,21:00:00,Vegas Golden Knights,3,Colorado Avalanche,0,,,2:18,,Monday
2021-02-22,19:00:00,Dallas Stars,1,Florida Panthers,3,,3510.0,2:23,,Monday
2021-02-22,19:00:00,Buffalo Sabres,2,New York Islanders,3,,,2:23,,Monday
2021-02-22,22:30:00,Minnesota Wild,6,San Jose Sharks,2,,,2:29,,Monday
2021-02-22,20:00:00,Los Angeles Kings,3,St. Louis Blues,0,,,2:19,,Monday
2021-02-22,19:00:00,Calgary Flames,3,Toronto Maple Leafs,0,,,2:22,,Monday
2021-02-23,19:00:00,Chicago Blackhawks,6,Columbus Blue Jackets,5,SO,,2:39,,Tuesday
2021-02-23,19:30:00,Nashville Predators,2,Detroit Red Wings,0,,,2:29,,Tuesday
2021-02-23,19:00:00,Buffalo Sabres,4,New Jersey Devils,1,,,2:30,,Tuesday
2021-02-23,19:00:00,Montreal Canadiens,4,Ottawa Senators,5,SO,,2:44,,Tuesday
2021-02-23,22:00:00,Edmonton Oilers,4,Vancouver Canucks,3,,,2:28,,Tuesday
2021-02-23,19:00:00,Pittsburgh Penguins,3,Washington Capitals,2,OT,,2:30,,Tuesday
2021-02-24,21:00:00,Anaheim Ducks,3,Arizona Coyotes,4,SO,2319.0,2:46,,Wednesday
2021-02-24,21:00:00,Minnesota Wild,6,Colorado Avalanche,2,,,2:26,,Wednesday
2021-02-24,17:00:00,Dallas Stars,3,Florida Panthers,0,,3324.0,2:31,,Wednesday
2021-02-24,19:00:00,New York Rangers,3,Philadelphia Flyers,4,,,2:27,,Wednesday
2021-02-24,21:30:00,Los Angeles Kings,2,St. Louis Blues,1,,,2:23,,Wednesday
2021-02-24,17:00:00,Carolina Hurricanes,0,Tampa Bay Lightning,3,,500.0,2:18,,Wednesday
2021-02-24,19:00:00,Calgary Flames,1,Toronto Maple Leafs,2,OT,,2:24,,Wednesday
